name,family,dominant_interaction,base_name,base_value,theta_rad,theta_deg,x,y,z_log10_N,N,compton_frequency_hz,lifetime_s
K_short,meson,weak,2,2.0,1.8382562281290602,105.324323535433,-0.2642825056646823,0.9644453106317626,13.032361426487812,10773614372629.879,1.2032180447431181e+23,8.954e-11
K_long,meson,weak,2,2.0,2.8326848494808075,162.30088656590112,-0.952666185593286,0.30401831988736944,15.789274872247002,6155663516905793.0,1.2032180447431181e+23,5.116e-08
eta,meson,electromagnetic,2,2.0,0.13252504339332627,7.593125666225689,0.9912314012068884,0.13213746350459712,4.82282926003031,66501.16599178579,1.3247244221471272e+23,5.02e-19
rho_770,meson,strong,2,2.0,4.557888733668779,261.1477879294484,-0.15388631802600125,-0.9880885593530574,-0.08265966936381419,0.8266855198600702,1.8745703398187536e+23,4.41e-24
omega_782,meson,strong,2,2.0,5.494405252155709,314.80623188303497,0.7047113835888696,-0.7094940914766388,1.1663292053773442,14.666591816628907,1.892463460210182e+23,7.749999999999999e-23
phi_1020,meson,strong,2,2.0,1.6073061676689722,92.09185979277876,-0.03650173033679582,0.9993335897899259,1.582156678747984,38.208208826239556,2.4650457307251326e+23,1.55e-22
D0,meson,weak,2,2.0,2.6943541667256152,154.3751222668655,-0.9016448304798174,0.4324772822577174,11.267197457307917,185010960278.34146,4.509163058209639e+23,4.103e-13
D_plus,meson,weak,2,2.0,4.804331220051948,275.2679022919142,0.09181275736246218,-0.9957762889251288,11.669317322546195,467000475264.6251,4.5208177663564874e+23,1.033e-12
Ds_plus,meson,weak,2,2.0,4.998034925524325,286.36630709152655,0.2817772813766293,-0.9594798401738287,11.377567751184174,238543590127.85135,4.759449124657848e+23,5.012e-13
J_psi,meson,mixed,2,2.0,2.338841429394785,134.0057428546659,-0.6947304676366362,0.7192701699204416,3.7244148040524654,5301.695785739452,7.488270883812783e+23,7.080000000000001e-21
B_plus,meson,weak,2,2.0,5.826579551617586,333.83841730491525,0.8975542013663926,-0.440904134262242,12.320353652430827,2090998168550.197,1.2765556584555537e+24,1.638e-12
B0,meson,weak,2,2.0,5.131473521106414,294.0117754425333,0.4069243865690151,-0.913461845736006,12.287050836244319,1936648644657.1626,1.2766306161220584e+24,1.517e-12
Bs0,meson,weak,2,2.0,5.274003296676659,302.17813003765514,0.5325532429159837,-0.8463965048720778,12.293879496489762,1967340336858.258,1.297717900302281e+24,1.516e-12
Upsilon_1S,meson,mixed,2,2.0,4.820405862230719,276.18891144594073,0.1078069538814107,-0.9941718466617385,4.445367569337434,27884.802274074773,2.2875145425820157e+24,1.2190000000000001e-20
W,boson,weak,2,2.0,3.8858171708711033,222.64092385038006,-0.7356134367202509,-0.6774015586907233,0.7882310922760309,6.140886807441088,1.9433186099497117e+25,3.16e-25
Z,boson,weak,2,2.0,3.4008472100842067,194.85419190666587,-0.9665813486398974,-0.2563600913977781,0.7649959817301074,5.820978319391123,2.204916030072395e+25,2.64e-25
Higgs,boson,mixed,2,2.0,1.5198935906692967,87.08348805433502,0.050880756723907274,0.9987047354424643,3.685178675832777,4843.716049744508,3.027322531090317e+25,1.6000000000000002e-22
top,quark,weak,2,2.0,4.922071012982821,282.01389550759745,0.20814890736444888,-0.9780971487347185,1.1389084362748172,13.769191379267722,4.172482236141734e+25,3.3e-25
muon,lepton,weak,e,2.718281828459045,3.5589394935244387,203.9122125213771,-0.9141675790607754,-0.40533644962445814,16.74918461424223,5.612865226160765e+16,2.5548081529516867e+22,2.1969811e-06
tau,lepton,weak,e,2.718281828459045,3.452101854697298,197.79086672343894,-0.9521781102336274,-0.30554352618230696,11.09597171977255,124730229022.9188,4.2965976239379536e+23,2.903e-13
neutron,baryon,weak,e,2.718281828459045,3.5070081654809995,200.93676659997868,-0.933975363854234,-0.35733740318269397,26.300073716822478,1.9956010180556114e+26,2.2718590824858967e+23,878.4
Lambda,baryon,weak,e,2.718281828459045,5.579706741965144,319.69364723529384,0.7625966111169079,-0.6468743376522271,13.84879890259473,70599057394570.8,2.6977094915770273e+23,2.617e-10
Sigma_plus,baryon,weak,e,2.718281828459045,4.832210507982512,276.8652678261655,0.11953501644115574,-0.9928299853672897,13.362837396118582,23058836828435.76,2.8758838648585384e+23,8.018e-11
Xi_minus,baryon,weak,e,2.718281828459045,3.704284347591123,212.23985923334297,-0.8458222527658638,-0.5334648223885801,13.719169493736818,52380482397347.77,3.195880561156057e+23,1.639e-10
Omega_minus,baryon,weak,e,2.718281828459045,0.8394333037410382,48.09598548708479,0.6678847051130159,0.7442647517356306,13.521150664275083,33200961746063.605,4.043966107924921e+23,8.21e-11
Delta_1232,baryon,strong,e,2.718281828459045,3.2154620082972167,184.23240226009023,-0.9972728996324879,-0.0738021927764323,0.22225309913704822,1.6682191378992266,2.978962746248619e+23,5.5999999999999996e-24
pi0,meson,electromagnetic,e,2.718281828459045,5.199909282256598,297.9328557242042,0.4684365243598444,-0.883497154859974,6.439541066697468,2751319.756290731,3.2637245033104756e+22,8.43e-17
