record_type,members,member_count,persistence_neighbor_score
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""Lambda"", ""omega_782"", ""top""]",6,0.0046
cluster,"[""K_plus"", ""Omega_minus"", ""muon"", ""proton""]",4,0.0046
cluster,"[""Ds_plus"", ""K_short"", ""eta"", ""phi_1020"", ""pi0"", ""rho_770""]",6,0.0046
cluster,"[""Ds_plus"", ""Upsilon_1S"", ""Xi_minus"", ""pi_plus""]",4,0.0044
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""Ds_plus"", ""Higgs"", ""J_psi"", ""K_plus"", ""Lambda"", ""Omega_minus"", ""Xi_minus"", ""electron"", ""eta"", ""neutron"", ""omega_782"", ""pi_plus"", ""proton"", ""rho_770"", ""tau"", ""top""]",20,0.0044
cluster,"[""D_plus"", ""Higgs"", ""J_psi"", ""K_long"", ""K_short"", ""neutron"", ""omega_782"", ""pi0"", ""top""]",9,0.0044
cluster,"[""Higgs"", ""J_psi"", ""Omega_minus"", ""Sigma_plus"", ""W"", ""Z"", ""pi0"", ""pi_plus""]",8,0.0044
cluster,"[""K_short"", ""W"", ""Z"", ""proton""]",4,0.0044
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""K_long"", ""Lambda"", ""W"", ""Z"", ""proton""]",8,0.0044
cluster,"[""Higgs"", ""J_psi"", ""Xi_minus"", ""eta""]",4,0.0042
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""Ds_plus"", ""Higgs"", ""J_psi"", ""K_plus"", ""Lambda"", ""Omega_minus"", ""W"", ""Xi_minus"", ""Z"", ""eta"", ""neutron"", ""omega_782"", ""pi_plus"", ""rho_770"", ""tau"", ""top""]",20,0.0042
cluster,"[""D_plus"", ""muon"", ""pi0""]",3,0.0042
cluster,"[""D0"", ""K_plus"", ""Lambda"", ""eta""]",4,0.0042
cluster,"[""D0"", ""Delta_1232"", ""Ds_plus"", ""Upsilon_1S"", ""muon"", ""phi_1020""]",6,0.0042
cluster,"[""Higgs"", ""J_psi"", ""Omega_minus"", ""Sigma_plus"", ""W"", ""Z"", ""electron"", ""pi0"", ""pi_plus""]",9,0.0042
cluster,"[""K_long"", ""Lambda"", ""muon""]",3,0.004
cluster,"[""D_plus"", ""Lambda"", ""W"", ""Z"", ""pi_plus""]",5,0.004
cluster,"[""K_plus"", ""K_short"", ""pi0"", ""rho_770""]",4,0.004
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""Delta_1232"", ""Ds_plus"", ""K_long"", ""Omega_minus"", ""Sigma_plus"", ""Upsilon_1S"", ""muon"", ""omega_782"", ""rho_770"", ""tau"", ""top""]",15,0.004
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""Omega_minus"", ""Upsilon_1S"", ""Xi_minus"", ""pi_plus"", ""tau""]",8,0.004
cluster,"[""D_plus"", ""Higgs"", ""J_psi"", ""K_long"", ""K_short"", ""electron"", ""neutron"", ""omega_782"", ""pi0"", ""rho_770"", ""top""]",11,0.004
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""K_plus"", ""Lambda"", ""Upsilon_1S"", ""Xi_minus"", ""muon"", ""neutron"", ""omega_782"", ""proton"", ""rho_770"", ""top""]",13,0.004
cluster,"[""Delta_1232"", ""Omega_minus"", ""phi_1020""]",3,0.0038
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""Sigma_plus"", ""rho_770""]",6,0.0038
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""Ds_plus"", ""K_long"", ""Lambda"", ""Omega_minus"", ""Sigma_plus"", ""Upsilon_1S"", ""W"", ""Xi_minus"", ""Z"", ""muon"", ""neutron"", ""omega_782"", ""pi0"", ""pi_plus"", ""proton"", ""rho_770"", ""tau"", ""top""]",22,0.0038
cluster,"[""D_plus"", ""K_plus"", ""electron"", ""omega_782"", ""rho_770"", ""top""]",6,0.0038
cluster,"[""Lambda"", ""W"", ""Z""]",3,0.0038
cluster,"[""Ds_plus"", ""Xi_minus"", ""pi_plus""]",3,0.0038
cluster,"[""D0"", ""Xi_minus"", ""phi_1020"", ""pi0"", ""pi_plus""]",5,0.0038
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""Higgs"", ""J_psi"", ""Omega_minus"", ""tau""]",7,0.0038
cluster,"[""Delta_1232"", ""Ds_plus"", ""K_plus"", ""Lambda"", ""neutron"", ""phi_1020"", ""pi0""]",7,0.0038
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""Delta_1232"", ""Ds_plus"", ""Higgs"", ""J_psi"", ""K_plus"", ""Lambda"", ""Omega_minus"", ""Xi_minus"", ""electron"", ""eta"", ""neutron"", ""omega_782"", ""pi0"", ""pi_plus"", ""proton"", ""rho_770"", ""tau"", ""top""]",22,0.0038
cluster,"[""Sigma_plus"", ""W"", ""Z""]",3,0.0038
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""K_plus"", ""Xi_minus""]",5,0.0038
cluster,"[""D0"", ""Ds_plus"", ""Higgs"", ""J_psi"", ""K_long"", ""W"", ""Z"", ""electron"", ""neutron"", ""proton""]",10,0.0038
cluster,"[""Higgs"", ""J_psi"", ""Lambda"", ""Xi_minus"", ""proton""]",5,0.0038
cluster,"[""Delta_1232"", ""neutron"", ""tau""]",3,0.0036
cluster,"[""K_long"", ""Lambda"", ""muon"", ""neutron""]",4,0.0036
cluster,"[""Delta_1232"", ""K_plus"", ""K_short"", ""Upsilon_1S""]",4,0.0036
cluster,"[""Upsilon_1S"", ""neutron"", ""omega_782"", ""top""]",4,0.0036
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""Higgs"", ""J_psi"", ""Omega_minus"", ""eta"", ""omega_782"", ""rho_770"", ""tau"", ""top""]",11,0.0036
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""Omega_minus"", ""Upsilon_1S"", ""W"", ""Xi_minus"", ""Z"", ""electron"", ""pi_plus"", ""tau""]",11,0.0036
cluster,"[""Delta_1232"", ""K_long"", ""Sigma_plus"", ""electron"", ""neutron"", ""phi_1020""]",6,0.0036
cluster,"[""K_long"", ""electron"", ""neutron""]",3,0.0036
cluster,"[""D0"", ""K_plus"", ""Lambda""]",3,0.0036
cluster,"[""Ds_plus"", ""W"", ""Z"", ""electron"", ""eta"", ""muon""]",6,0.0036
cluster,"[""W"", ""Z"", ""eta"", ""neutron"", ""proton""]",5,0.0036
cluster,"[""Delta_1232"", ""Omega_minus"", ""phi_1020"", ""pi_plus""]",4,0.0036
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""Delta_1232"", ""K_plus"", ""Lambda"", ""Omega_minus"", ""Sigma_plus"", ""Upsilon_1S"", ""Xi_minus"", ""eta"", ""muon"", ""phi_1020"", ""pi_plus"", ""rho_770""]",15,0.0036
cluster,"[""D0"", ""Ds_plus"", ""Higgs"", ""J_psi"", ""K_long"", ""W"", ""Z"", ""neutron""]",8,0.0036
cluster,"[""D_plus"", ""Sigma_plus"", ""omega_782"", ""pi_plus"", ""top""]",5,0.0036
cluster,"[""Ds_plus"", ""Higgs"", ""J_psi""]",3,0.0036
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""K_plus"", ""Lambda"", ""Omega_minus"", ""Upsilon_1S"", ""Xi_minus"", ""muon"", ""neutron"", ""omega_782"", ""rho_770"", ""top""]",13,0.0036
cluster,"[""D0"", ""Ds_plus"", ""Higgs"", ""J_psi"", ""K_short"", ""electron""]",6,0.0036
cluster,"[""electron"", ""phi_1020"", ""rho_770""]",3,0.0036
cluster,"[""D0"", ""proton"", ""rho_770""]",3,0.0034
cluster,"[""Ds_plus"", ""K_short"", ""Lambda""]",3,0.0034
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""Ds_plus"", ""Higgs"", ""J_psi"", ""K_plus"", ""Sigma_plus"", ""Upsilon_1S"", ""W"", ""Z"", ""phi_1020"", ""pi0""]",14,0.0034
cluster,"[""D_plus"", ""Lambda"", ""phi_1020"", ""pi_plus""]",4,0.0034
cluster,"[""Delta_1232"", ""Higgs"", ""J_psi"", ""K_short"", ""electron"", ""eta""]",6,0.0034
cluster,"[""D_plus"", ""K_plus"", ""Upsilon_1S""]",3,0.0034
cluster,"[""D_plus"", ""Higgs"", ""J_psi"", ""K_long"", ""K_short"", ""omega_782"", ""pi0"", ""proton"", ""top""]",9,0.0034
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""Higgs"", ""J_psi"", ""K_plus"", ""Omega_minus"", ""Sigma_plus"", ""W"", ""Xi_minus"", ""Z"", ""electron"", ""eta"", ""neutron"", ""pi0"", ""pi_plus"", ""proton""]",17,0.0034
cluster,"[""K_plus"", ""Omega_minus"", ""Upsilon_1S"", ""Xi_minus"", ""electron"", ""muon"", ""rho_770""]",7,0.0034
cluster,"[""D0"", ""Delta_1232"", ""Ds_plus"", ""K_short"", ""electron"", ""eta"", ""phi_1020"", ""pi0"", ""rho_770""]",9,0.0034
cluster,"[""D_plus"", ""Sigma_plus"", ""eta"", ""muon"", ""phi_1020"", ""pi0"", ""pi_plus"", ""rho_770""]",8,0.0034
cluster,"[""D0"", ""W"", ""Z""]",3,0.0032
cluster,"[""W"", ""Z"", ""eta""]",3,0.0032
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""Delta_1232"", ""Ds_plus"", ""Higgs"", ""J_psi"", ""K_long"", ""Omega_minus"", ""Sigma_plus"", ""Xi_minus"", ""electron"", ""eta"", ""muon"", ""phi_1020"", ""proton""]",17,0.0032
cluster,"[""D_plus"", ""Delta_1232"", ""Higgs"", ""J_psi"", ""K_plus"", ""electron"", ""eta""]",7,0.0032
cluster,"[""D0"", ""Xi_minus"", ""pi_plus""]",3,0.0032
cluster,"[""D_plus"", ""Delta_1232"", ""muon""]",3,0.0032
cluster,"[""D0"", ""Ds_plus"", ""K_plus"", ""Lambda"", ""W"", ""Z"", ""eta"", ""proton""]",8,0.0032
cluster,"[""D0"", ""K_plus"", ""Lambda"", ""electron""]",4,0.0032
cluster,"[""D_plus"", ""Higgs"", ""J_psi"", ""K_long"", ""K_short"", ""W"", ""Z"", ""electron"", ""eta"", ""pi0""]",10,0.0032
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""Delta_1232"", ""K_plus"", ""Lambda"", ""Omega_minus"", ""Xi_minus"", ""phi_1020"", ""pi_plus"", ""proton"", ""rho_770"", ""tau""]",13,0.0032
cluster,"[""D0"", ""Ds_plus"", ""Upsilon_1S"", ""electron"", ""muon"", ""neutron""]",6,0.0032
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""Delta_1232"", ""K_plus"", ""Lambda"", ""Omega_minus"", ""Sigma_plus"", ""Upsilon_1S"", ""Xi_minus"", ""electron"", ""eta"", ""muon"", ""omega_782"", ""phi_1020"", ""pi_plus"", ""proton"", ""rho_770"", ""top""]",19,0.0032
cluster,"[""D0"", ""Delta_1232"", ""K_long"", ""eta"", ""pi0"", ""proton"", ""tau""]",7,0.0032
cluster,"[""D_plus"", ""W"", ""Z"", ""electron""]",4,0.0032
cluster,"[""W"", ""Xi_minus"", ""Z"", ""proton""]",4,0.0032
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""Ds_plus"", ""K_plus"", ""Sigma_plus"", ""Upsilon_1S"", ""phi_1020"", ""pi0""]",10,0.003
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""Delta_1232"", ""Ds_plus"", ""Sigma_plus"", ""omega_782"", ""top""]",9,0.003
cluster,"[""Higgs"", ""J_psi"", ""K_plus"", ""K_short"", ""eta"", ""phi_1020"", ""tau""]",7,0.003
cluster,"[""K_long"", ""Xi_minus"", ""rho_770""]",3,0.003
cluster,"[""K_plus"", ""W"", ""Z""]",3,0.003
cluster,"[""D_plus"", ""neutron"", ""phi_1020""]",3,0.003
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""K_long"", ""Omega_minus"", ""neutron"", ""pi0"", ""tau""]",8,0.003
cluster,"[""D0"", ""Ds_plus"", ""Lambda"", ""Upsilon_1S"", ""W"", ""Xi_minus"", ""Z"", ""pi_plus"", ""proton""]",9,0.003
cluster,"[""Delta_1232"", ""Higgs"", ""J_psi"", ""K_short"", ""eta"", ""muon""]",6,0.003
cluster,"[""Higgs"", ""J_psi"", ""eta"", ""muon"", ""neutron""]",5,0.003
cluster,"[""K_short"", ""muon"", ""proton""]",3,0.003
cluster,"[""D0"", ""Delta_1232"", ""Ds_plus"", ""K_plus"", ""Lambda"", ""Xi_minus"", ""neutron"", ""phi_1020"", ""pi0"", ""pi_plus""]",10,0.003
cluster,"[""K_short"", ""Upsilon_1S"", ""W"", ""Z"", ""electron"", ""muon""]",6,0.003
cluster,"[""Delta_1232"", ""Omega_minus"", ""Sigma_plus"", ""phi_1020""]",4,0.003
cluster,"[""D0"", ""Ds_plus"", ""K_plus"", ""Lambda"", ""W"", ""Z"", ""electron"", ""eta"", ""muon""]",9,0.003
cluster,"[""Sigma_plus"", ""electron"", ""omega_782"", ""rho_770"", ""top""]",5,0.003
cluster,"[""Higgs"", ""J_psi"", ""Sigma_plus"", ""pi0"", ""proton""]",5,0.003
cluster,"[""D0"", ""Delta_1232"", ""K_plus"", ""Lambda"", ""Upsilon_1S"", ""electron"", ""muon"", ""neutron"", ""phi_1020"", ""tau""]",10,0.003
cluster,"[""Higgs"", ""J_psi"", ""Sigma_plus"", ""electron"", ""pi0""]",5,0.003
cluster,"[""D0"", ""Ds_plus"", ""K_long"", ""K_short"", ""electron"", ""omega_782"", ""proton"", ""rho_770"", ""top""]",9,0.003
cluster,"[""Delta_1232"", ""Omega_minus"", ""Sigma_plus"", ""Upsilon_1S"", ""electron"", ""phi_1020"", ""pi_plus"", ""proton"", ""rho_770""]",9,0.003
cluster,"[""D0"", ""Ds_plus"", ""Higgs"", ""J_psi"", ""K_long"", ""W"", ""Z"", ""electron"", ""neutron"", ""tau""]",10,0.003
cluster,"[""D0"", ""Ds_plus"", ""Higgs"", ""J_psi"", ""K_short"", ""W"", ""Z"", ""proton""]",8,0.003
cluster,"[""D_plus"", ""Higgs"", ""J_psi"", ""Sigma_plus"", ""W"", ""Z"", ""pi_plus"", ""proton""]",8,0.003
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""K_long"", ""Lambda"", ""Upsilon_1S"", ""omega_782"", ""top""]",8,0.003
cluster,"[""D_plus"", ""Delta_1232"", ""Ds_plus"", ""K_plus"", ""K_short"", ""Omega_minus"", ""Sigma_plus"", ""electron"", ""eta"", ""muon"", ""neutron"", ""phi_1020"", ""pi0"", ""pi_plus"", ""rho_770""]",15,0.003
cluster,"[""D0"", ""D_plus"", ""Delta_1232"", ""Ds_plus"", ""Higgs"", ""J_psi"", ""K_plus"", ""K_short"", ""Omega_minus"", ""Sigma_plus"", ""Xi_minus"", ""electron"", ""eta"", ""muon"", ""neutron"", ""phi_1020"", ""pi0"", ""pi_plus"", ""proton"", ""rho_770""]",20,0.003
cluster,"[""D0"", ""Ds_plus"", ""K_short"", ""electron"", ""eta"", ""neutron"", ""pi0""]",7,0.003
cluster,"[""Delta_1232"", ""Omega_minus"", ""phi_1020"", ""proton""]",4,0.0028
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""Ds_plus"", ""K_long"", ""W"", ""Z"", ""muon"", ""phi_1020"", ""pi_plus"", ""rho_770""]",11,0.0028
cluster,"[""K_short"", ""Upsilon_1S"", ""phi_1020"", ""pi_plus"", ""tau""]",5,0.0028
cluster,"[""D_plus"", ""K_long"", ""Upsilon_1S"", ""Xi_minus"", ""muon"", ""pi0""]",6,0.0028
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""Ds_plus"", ""Higgs"", ""J_psi"", ""Omega_minus"", ""Sigma_plus"", ""eta"", ""muon"", ""phi_1020""]",12,0.0028
cluster,"[""K_short"", ""neutron"", ""pi0""]",3,0.0028
cluster,"[""Delta_1232"", ""Higgs"", ""J_psi"", ""K_short"", ""eta"", ""proton""]",6,0.0028
cluster,"[""D_plus"", ""K_plus"", ""Lambda"", ""omega_782"", ""proton"", ""rho_770"", ""top""]",7,0.0028
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""K_long"", ""Omega_minus"", ""Sigma_plus"", ""neutron"", ""phi_1020"", ""pi0"", ""proton"", ""tau""]",11,0.0028
cluster,"[""D0"", ""Ds_plus"", ""Lambda"", ""Xi_minus"", ""electron"", ""phi_1020"", ""pi0"", ""pi_plus""]",8,0.0028
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""Higgs"", ""J_psi"", ""K_long"", ""Omega_minus"", ""Sigma_plus"", ""electron"", ""eta"", ""omega_782"", ""rho_770"", ""tau"", ""top""]",14,0.0028
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""Higgs"", ""J_psi"", ""Omega_minus"", ""eta"", ""omega_782"", ""proton"", ""rho_770"", ""tau"", ""top""]",12,0.0028
cluster,"[""K_plus"", ""neutron"", ""phi_1020""]",3,0.0028
cluster,"[""K_long"", ""Sigma_plus"", ""proton""]",3,0.0028
cluster,"[""D_plus"", ""Delta_1232"", ""K_short"", ""electron"", ""muon"", ""phi_1020"", ""proton""]",7,0.0028
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""Omega_minus"", ""Upsilon_1S"", ""W"", ""Xi_minus"", ""Z"", ""electron"", ""pi_plus"", ""proton"", ""tau""]",12,0.0028
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""Ds_plus"", ""K_plus"", ""Lambda"", ""Omega_minus"", ""Upsilon_1S"", ""W"", ""Xi_minus"", ""Z"", ""electron"", ""eta"", ""pi_plus"", ""tau""]",16,0.0028
cluster,"[""D_plus"", ""Higgs"", ""J_psi"", ""K_long"", ""K_short"", ""omega_782"", ""pi0"", ""top""]",8,0.0028
cluster,"[""Sigma_plus"", ""electron"", ""rho_770""]",3,0.0028
cluster,"[""D0"", ""Delta_1232"", ""Ds_plus"", ""Upsilon_1S"", ""muon"", ""neutron"", ""phi_1020""]",7,0.0028
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""Delta_1232"", ""Ds_plus"", ""K_plus"", ""Lambda"", ""Upsilon_1S"", ""Xi_minus"", ""electron"", ""muon"", ""neutron"", ""phi_1020"", ""rho_770"", ""tau""]",16,0.0028
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""Higgs"", ""J_psi"", ""K_plus"", ""Lambda"", ""Omega_minus"", ""Sigma_plus"", ""W"", ""Xi_minus"", ""Z"", ""muon"", ""neutron"", ""omega_782"", ""pi0"", ""pi_plus"", ""rho_770"", ""tau"", ""top""]",20,0.0028
cluster,"[""D_plus"", ""K_short"", ""Upsilon_1S"", ""electron"", ""phi_1020""]",5,0.0028
cluster,"[""D_plus"", ""Delta_1232"", ""Sigma_plus"", ""Upsilon_1S"", ""neutron"", ""phi_1020""]",6,0.0028
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""Delta_1232"", ""K_plus"", ""Lambda"", ""Xi_minus"", ""eta"", ""muon""]",9,0.0028
cluster,"[""K_plus"", ""Omega_minus"", ""Xi_minus"", ""muon"", ""neutron"", ""omega_782"", ""proton"", ""top""]",8,0.0028
cluster,"[""Ds_plus"", ""omega_782"", ""top""]",3,0.0026
cluster,"[""Ds_plus"", ""Lambda"", ""phi_1020"", ""pi0""]",4,0.0026
cluster,"[""Delta_1232"", ""K_long"", ""Lambda"", ""muon"", ""omega_782"", ""top""]",6,0.0026
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""Higgs"", ""J_psi"", ""Sigma_plus"", ""eta"", ""phi_1020"", ""proton"", ""tau""]",11,0.0026
cluster,"[""D_plus"", ""Lambda"", ""pi_plus"", ""rho_770""]",4,0.0026
cluster,"[""Lambda"", ""omega_782"", ""pi_plus"", ""rho_770"", ""top""]",5,0.0026
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""Omega_minus"", ""phi_1020"", ""tau""]",6,0.0026
cluster,"[""D_plus"", ""Upsilon_1S"", ""W"", ""Z"", ""electron""]",5,0.0026
cluster,"[""D0"", ""Delta_1232"", ""Ds_plus"", ""Lambda"", ""Xi_minus"", ""phi_1020"", ""pi0"", ""pi_plus"", ""proton""]",9,0.0026
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""Omega_minus"", ""eta"", ""tau""]",6,0.0026
cluster,"[""D0"", ""Ds_plus"", ""Higgs"", ""J_psi"", ""K_plus"", ""Lambda"", ""electron"", ""eta"", ""omega_782"", ""proton"", ""rho_770"", ""top""]",12,0.0026
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""Omega_minus"", ""Sigma_plus"", ""Upsilon_1S"", ""W"", ""Xi_minus"", ""Z"", ""neutron"", ""pi_plus"", ""proton"", ""tau""]",13,0.0026
cluster,"[""D0"", ""K_plus"", ""Lambda"", ""electron"", ""eta""]",5,0.0026
cluster,"[""D_plus"", ""Ds_plus"", ""Higgs"", ""J_psi"", ""K_short"", ""muon"", ""omega_782"", ""pi0"", ""rho_770"", ""top""]",10,0.0026
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""Delta_1232"", ""K_plus"", ""Lambda"", ""Omega_minus"", ""Upsilon_1S"", ""Xi_minus"", ""phi_1020"", ""pi_plus"", ""proton"", ""tau""]",14,0.0026
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""Higgs"", ""J_psi"", ""K_plus"", ""W"", ""Xi_minus"", ""Z"", ""pi0"", ""proton""]",11,0.0026
cluster,"[""Delta_1232"", ""Sigma_plus"", ""neutron"", ""proton""]",4,0.0026
cluster,"[""D0"", ""Ds_plus"", ""Higgs"", ""J_psi"", ""K_long"", ""W"", ""Z"", ""electron"", ""neutron"", ""proton"", ""tau""]",11,0.0026
cluster,"[""Higgs"", ""J_psi"", ""Xi_minus"", ""pi0""]",4,0.0024
cluster,"[""D_plus"", ""Delta_1232"", ""Higgs"", ""J_psi"", ""K_plus"", ""Omega_minus"", ""Sigma_plus"", ""omega_782"", ""pi0"", ""top""]",10,0.0024
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""Ds_plus"", ""Higgs"", ""J_psi"", ""K_plus"", ""W"", ""Z"", ""pi0"", ""rho_770""]",12,0.0024
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""Ds_plus"", ""K_plus"", ""Sigma_plus"", ""Upsilon_1S"", ""electron"", ""phi_1020"", ""pi0"", ""proton""]",12,0.0024
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""Higgs"", ""J_psi"", ""Sigma_plus"", ""eta"", ""phi_1020"", ""tau""]",10,0.0024
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""Delta_1232"", ""Ds_plus"", ""K_long"", ""Omega_minus"", ""Sigma_plus"", ""Upsilon_1S"", ""muon"", ""omega_782"", ""tau"", ""top""]",14,0.0024
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""K_long"", ""Omega_minus"", ""Sigma_plus"", ""Upsilon_1S"", ""muon"", ""omega_782"", ""rho_770"", ""tau"", ""top""]",13,0.0024
cluster,"[""K_short"", ""electron"", ""phi_1020""]",3,0.0024
cluster,"[""K_long"", ""Sigma_plus"", ""electron""]",3,0.0024
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""Omega_minus"", ""Sigma_plus"", ""Upsilon_1S"", ""W"", ""Xi_minus"", ""Z"", ""neutron"", ""pi_plus"", ""tau""]",12,0.0024
cluster,"[""Ds_plus"", ""muon"", ""proton""]",3,0.0024
cluster,"[""Sigma_plus"", ""omega_782"", ""rho_770"", ""top""]",4,0.0024
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""Omega_minus"", ""Sigma_plus"", ""Xi_minus"", ""omega_782"", ""pi_plus"", ""proton"", ""rho_770"", ""top""]",11,0.0024
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""K_plus"", ""Xi_minus"", ""neutron"", ""omega_782"", ""top""]",8,0.0024
cluster,"[""Lambda"", ""muon"", ""rho_770"", ""tau""]",4,0.0024
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""Higgs"", ""J_psi"", ""K_plus"", ""Lambda"", ""Omega_minus"", ""W"", ""Xi_minus"", ""Z"", ""electron"", ""muon"", ""neutron"", ""omega_782"", ""pi0"", ""pi_plus"", ""tau"", ""top""]",19,0.0024
cluster,"[""Sigma_plus"", ""Upsilon_1S"", ""electron"", ""proton"", ""rho_770""]",5,0.0024
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""Delta_1232"", ""K_plus"", ""Lambda"", ""Xi_minus"", ""electron"", ""eta"", ""muon"", ""phi_1020"", ""pi0"", ""proton""]",13,0.0024
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""K_plus"", ""Lambda"", ""Omega_minus"", ""Upsilon_1S"", ""Xi_minus"", ""muon"", ""neutron"", ""omega_782"", ""phi_1020"", ""proton"", ""rho_770"", ""top""]",15,0.0024
cluster,"[""Delta_1232"", ""K_long"", ""electron"", ""eta"", ""phi_1020"", ""pi0"", ""tau""]",7,0.0024
cluster,"[""K_plus"", ""Omega_minus"", ""Sigma_plus"", ""W"", ""Z"", ""electron"", ""muon"", ""neutron"", ""pi_plus""]",9,0.0024
cluster,"[""D_plus"", ""Higgs"", ""J_psi"", ""K_plus"", ""Omega_minus"", ""Sigma_plus"", ""W"", ""Z"", ""electron"", ""muon"", ""neutron"", ""pi_plus""]",12,0.0024
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""K_long""]",4,0.0024
cluster,"[""Upsilon_1S"", ""W"", ""Z""]",3,0.0022
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""pi0""]",4,0.0022
cluster,"[""Ds_plus"", ""Upsilon_1S"", ""Xi_minus""]",3,0.0022
cluster,"[""Delta_1232"", ""Xi_minus"", ""neutron"", ""omega_782"", ""top""]",5,0.0022
cluster,"[""K_plus"", ""Sigma_plus"", ""neutron""]",3,0.0022
cluster,"[""D_plus"", ""Delta_1232"", ""Omega_minus"", ""omega_782"", ""top""]",5,0.0022
cluster,"[""Higgs"", ""J_psi"", ""Omega_minus"", ""W"", ""Z"", ""neutron""]",6,0.0022
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""Ds_plus"", ""Sigma_plus"", ""Upsilon_1S"", ""neutron"", ""pi0""]",9,0.0022
cluster,"[""Higgs"", ""J_psi"", ""K_plus"", ""K_short"", ""eta"", ""phi_1020"", ""proton"", ""tau""]",8,0.0022
cluster,"[""Higgs"", ""J_psi"", ""eta"", ""phi_1020"", ""tau""]",5,0.0022
cluster,"[""D_plus"", ""Lambda"", ""omega_782"", ""pi0"", ""pi_plus"", ""top""]",6,0.0022
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""Higgs"", ""J_psi"", ""Sigma_plus"", ""electron"", ""eta"", ""neutron"", ""phi_1020""]",11,0.0022
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""Ds_plus"", ""Higgs"", ""J_psi"", ""Omega_minus"", ""Sigma_plus"", ""eta"", ""muon"", ""neutron"", ""phi_1020"", ""proton""]",14,0.0022
cluster,"[""electron"", ""muon"", ""phi_1020""]",3,0.0022
cluster,"[""K_short"", ""omega_782"", ""proton"", ""rho_770"", ""top""]",5,0.0022
cluster,"[""K_short"", ""electron"", ""neutron""]",3,0.0022
cluster,"[""Higgs"", ""J_psi"", ""K_long"", ""Sigma_plus"", ""eta"", ""omega_782"", ""rho_770"", ""top""]",8,0.0022
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""Delta_1232"", ""Higgs"", ""J_psi"", ""K_long"", ""Omega_minus"", ""Sigma_plus"", ""eta"", ""omega_782"", ""rho_770"", ""tau"", ""top""]",14,0.0022
