base,top_k,area,perimeter,symmetry_score,compactness,midpoint_angles_deg
5.692050209205021,6,2.4716258543342327,5.926925295123598,0.05829743622018356,0.8841657486557573,"[46.700346088871505, 77.7098997527932, 150.50353756779123, 222.42231317184977, 266.19445798038373, 349.9422835445528]"
5.896234309623431,3,0.40559390203278767,3.805021100192172,0.012865162036553336,0.3520360521836093,"[33.06259161811527, 72.43151062714387, 157.96864622216128]"
5.896234309623431,4,1.1881178808297301,4.914026084735412,0.021118036561891516,0.6182932154465833,"[33.06259161811527, 72.43151062714387, 157.96864622216128, 210.3568175212424]"
5.896234309623431,5,1.61380755859815,5.310667349011703,0.02458830577559166,0.7190571542185058,"[33.06259161811527, 72.43151062714387, 157.96864622216128, 210.3568175212424, 235.42537751142603]"
5.896234309623431,6,2.402698261449686,5.886829840904778,0.04533478626572176,0.8712567038389197,"[33.06259161811527, 72.43151062714387, 157.96864622216128, 210.3568175212424, 235.42537751142603, 310.68442513630407]"
6.100418410041841,3,0.6010931422180681,4.22819306372037,0.01550341078031364,0.4225148896851761,"[143.40956085634315, 194.772491672886, 288.15665781743814]"
6.100418410041841,4,1.374893675564515,5.126432571056979,0.024270051133842153,0.6574284278655405,"[143.40956085634315, 194.772491672886, 288.15665781743814, 336.3876377441982]"
6.100418410041841,5,2.065852397382864,5.672268304583289,0.034988231357585345,0.8068552365751179,"[23.84112985616973, 143.40956085634315, 194.772491672886, 288.15665781743814, 336.3876377441982]"
6.100418410041841,6,2.489910771877187,5.934471259331614,0.07066516376995984,0.8884430334805004,"[23.84112985616973, 89.91069678108394, 143.40956085634315, 194.772491672886, 288.15665781743814, 336.3876377441982]"
6.304602510460251,3,1.2690552548559644,5.164847356942106,0.07930991752071984,0.5978268468226965,"[69.18294952947167, 183.17223742157643, 291.76980415130225]"
6.304602510460251,4,1.6024841675386892,5.395211220389413,0.02978138049814654,0.6918097967860057,"[44.33900363262083, 69.18294952947167, 183.17223742157643, 291.76980415130225]"
6.304602510460251,5,1.8317837771096217,5.537607675611034,0.025059608705930426,0.7506538296824532,"[44.33900363262083, 69.18294952947167, 91.07687129699627, 183.17223742157643, 291.76980415130225]"
6.304602510460251,6,2.158594394167233,5.732314082282689,0.03276460601201609,0.8255073659846138,"[44.33900363262083, 69.18294952947167, 91.07687129699627, 183.17223742157643, 227.87215170703487, 291.76980415130225]"
6.508786610878661,3,0.7306882050478221,4.537152159766135,0.01978429916043393,0.44604150505447415,"[22.97819189117952, 75.25399168468081, 269.571688730013]"
6.508786610878661,4,1.839963022187579,5.547261218301489,0.05034714329309037,0.7513836226891578,"[22.97819189117952, 75.25399168468081, 179.01446074316965, 269.571688730013]"
6.508786610878661,5,2.0997610359132435,5.700441087599364,0.040023225543094246,0.812012683823443,"[22.97819189117952, 75.25399168468081, 108.49247709661753, 179.01446074316965, 269.571688730013]"
