base_index,base,circular_mean_rad,circular_mean_deg,circular_variance,resultant_length_R,entropy_bits,largest_gap_deg,largest_gap_from,largest_gap_to,top_3_gap_sum_deg,top_5_gap_sum_deg,gap_distribution_deg,cluster_count,mean_cluster_density,isolated_points,top4_symmetry_score
722,8.248129625925184,1.394794396789594,79.91583222453923,0.8245253544049735,0.17547464559502648,3.2690727311117946,42.53094921947709,Sigma_plus,neutron,118.17359897790698,174.43702793901747,"[42.530949219477, 39.363778967673, 36.278870790757, 28.608899157969, 27.654529803141, 22.195447186688, 18.039938980831, 17.861297444167, 15.994572513283, 13.333757005915, 11.599320281102, 10.383473161538, 9.303276836353, 8.251154558836, 7.512433012549, 7.267494932231, 6.343013480149, 5.873139745237, 4.381381029417, 4.32985317068, 3.505045984561, 3.255020669457, 3.082782523371, 2.848392883314, 2.68271183882, 2.08057346318, 1.935897888072, 1.890559115854, 1.477450648066, 0.11780300512, 0.017180702193]",4,7.75,0,0.017432708401124503
723,8.257891578315663,1.3409466535053318,76.83058379804709,0.8152366376899027,0.18476336231009724,3.191964359319434,39.6833340141281,Sigma_plus,neutron,108.14196077049462,162.64828244204446,"[39.683334014128, 36.863641682932, 31.594985073435, 31.41665648228, 23.089665189269, 20.248520791899, 19.157526442859, 18.052989217708, 16.343890955338, 14.743937782581, 14.372019052872, 13.931383472518, 10.584742920926, 10.175956548157, 7.672348466552, 7.141642313823, 7.104825958696, 6.372665076331, 6.010270392316, 5.063053121293, 4.059993013005, 3.572130200639, 2.770494913882, 2.681208782351, 2.475958279509, 1.539383331285, 1.474310732034, 0.871525831576, 0.62810786138, 0.218870088867, 0.083962009555]",4,7.75,0,0.01765190174118803
724,8.267653530706141,1.287057228307021,73.74294717379793,0.8068214447542549,0.1931785552457451,3.216315569066642,37.44706796602209,pi_plus,B0,108.84292397323954,165.51290592500663,"[37.447067966022, 36.842266551367, 34.553589455851, 34.217957712322, 22.452024239445, 21.912608041928, 18.585016708024, 18.244240219482, 16.198309823206, 16.126591025909, 14.527635770217, 12.753196455528, 10.98151895438, 10.889625972115, 9.968917093827, 5.362360640618, 5.111084260437, 5.059259537031, 4.961439045624, 4.863114421187, 4.254829192378, 3.792080399894, 2.764740145081, 2.679709181977, 1.870529353716, 1.587071886931, 0.869442027826, 0.420095715484, 0.285263090277, 0.266994265031, 0.151420846886]",4,7.75,0,0.036291760987869175
725,8.277415483096618,1.2339615760482237,70.7007903888746,0.7993032830885102,0.20069671691148985,3.3051829078461092,39.4555809054139,tau,K_short,114.49756262184354,173.73946776700066,"[39.455580905414, 38.029154678118, 37.012827038312, 34.007722297581, 25.234182847576, 24.650468351494, 21.790610656986, 18.435052101006, 15.122519047859, 14.099516474811, 13.102614762648, 12.252462150502, 11.377383973572, 9.762353010688, 6.199461898528, 5.913997860617, 5.664391829235, 4.602479571708, 3.797165490473, 3.448460979195, 2.678213024746, 2.495254576357, 2.461639717201, 1.959203890649, 1.892736188679, 1.578983463885, 1.266490517896, 0.620859319699, 0.48610197535, 0.336149271912, 0.265962127302]",4,7.75,0,0.0399954751300124
726,8.287177435487097,1.1823470455554428,67.74349563008894,0.7926707829610944,0.20732921703890567,3.1919643593194333,39.686710769737026,phi_1020,Z,117.32890886661619,182.75792490397464,"[39.686710769737, 39.032291265497, 38.609906831382, 34.249339191942, 31.179676845417, 26.507737892235, 24.988855093191, 18.625426505302, 16.268520922193, 11.772341387165, 10.085571614584, 9.556262520085, 8.843592263743, 8.588778032847, 6.53631199814, 6.463832136695, 6.084259575853, 5.887614223416, 3.348702192683, 2.676720297778, 2.643941538366, 2.614464218735, 1.033526691784, 0.937909972729, 0.821162630224, 0.686480394136, 0.66383657087, 0.629039471978, 0.526475029147, 0.336134165909, 0.114577756238]",5,6.2,0,0.03234161677511111
727,8.296939387877575,1.1327766431325037,64.90332078248947,0.7868793661840289,0.2131206338159711,3.1156892633000695,39.86493097169463,phi_1020,Z,115.18588879758657,179.7863824656925,"[39.864930971695, 38.609970703754, 36.710987122138, 36.242387755144, 28.358105912961, 28.17977747712, 22.144720478557, 18.815365066945, 16.059167598295, 15.371346984568, 12.16639458631, 7.261442207647, 7.075435677052, 7.001468506285, 6.380681405925, 5.95068169217, 5.48373514142, 4.678762951016, 4.438079288604, 2.718435145655, 2.675230988255, 2.478342290077, 2.349175346216, 2.345330866201, 1.841263962198, 1.538293004202, 1.021007366884, 0.936852021474, 0.886400067104, 0.353665075946, 0.062562338181]",6,5.166666666666667,1,0.031489298512915306
728,8.306701340268052,1.0857005442588572,62.20605900108896,0.7818535063453771,0.21814649365462294,3.180205392332328,40.04274374639897,phi_1020,Z,113.3164147338988,175.41517413318834,"[40.042743746399, 37.65127827636, 35.62239271114, 31.363405128306, 30.735354270983, 25.542985342939, 19.00486941212, 18.744494736131, 15.362809269951, 15.312955546675, 12.55954694475, 10.934942171157, 9.145495247503, 8.057228870946, 7.834848774991, 5.316339885191, 5.080779362973, 5.029939079275, 4.177632684536, 4.072181178344, 3.555782781132, 2.830128166593, 2.673745083425, 2.137303506599, 1.536196582523, 1.344253335928, 1.220395240679, 1.085862705896, 1.040421378452, 0.537337328065, 0.446351250039]",5,6.2,0,0.03110208281582472
729,8.316463292658531,1.0414581770778257,59.67115808594775,0.7774898667187305,0.22251013328126942,3.3327555843710552,40.2201506118875,phi_1020,Z,111.85631841838793,177.65593926992622,"[40.220150611887, 36.632354820906, 35.003812985595, 34.539765226274, 31.259855625264, 22.734291101871, 19.19394115868, 18.741749242783, 15.354291045143, 14.506027418925, 13.135061748739, 12.951801818935, 11.223864150119, 8.940814953678, 8.851198920444, 7.908314153885, 7.222853376092, 4.678743447929, 2.734946593838, 2.672262570606, 2.13417296583, 1.979613060637, 1.419327953839, 1.284870013379, 1.24454130679, 1.135867549378, 0.826535911893, 0.632855694222, 0.345461055384, 0.249246566943, 0.241406950111]",5,6.2,0,0.03248066053235123
730,8.32622524504901,1.000273479540191,57.31144873651845,0.7736615590416124,0.2263384409583876,3.2682394553387977,39.84136695357978,phi_1020,Upsilon_1S,113.16600576646121,178.47553492791386,"[39.84136695358, 37.708884811424, 35.615754001457, 34.386643312528, 30.922885848925, 22.692504750025, 19.931999279303, 15.13239606008, 13.878115374703, 13.700938683837, 13.343162548138, 11.407940946903, 10.494380017256, 9.241218240371, 9.087572990374, 8.736601228583, 6.775483637138, 6.06085503943, 4.277623973751, 3.117831176116, 2.730786261975, 2.670783437173, 1.913785929862, 1.733033421058, 1.61780719988, 0.832369205542, 0.727038890025, 0.555786124848, 0.481503793747, 0.213396177548, 0.169550684417]",5,6.2,0,0.03382381001377686
731,8.335987197439488,0.9622461559185266,55.132643586818936,0.770223699253332,0.22977630074666805,3.2682394553387977,40.87079078595635,neutron,D_plus,114.69484600908467,177.9790737894172,"[40.870790785956, 39.222588034888, 34.601467188241, 33.770878452876, 29.513349327456, 27.064648790894, 17.136086086984, 14.674243860247, 14.268289687893, 13.733632454563, 13.074559428042, 12.935899129106, 12.897682507127, 8.532852338674, 7.866991833025, 5.163544125837, 4.896549425763, 3.877417535392, 3.873646393732, 3.326041535524, 2.835469757886, 2.669307670573, 2.401413646156, 2.328840012358, 1.815834663664, 1.645301723994, 1.524737201663, 1.35116461368, 1.215559733105, 0.87498837632, 0.036223678378]",5,6.2,0,0.03520458588358567
732,8.345749149829965,0.9273422807876885,53.13279885317028,0.7670203223946429,0.2329796776053571,3.34399802132579,44.025509914746216,neutron,D_plus,110.70677315049747,166.8781006881398,"[44.025509914746, 33.524750041433, 33.156513194319, 28.10701660826, 28.064310929382, 24.666771858942, 15.648874226926, 14.65757715542, 14.34652785809, 14.123214843456, 12.0962520894, 11.886043603953, 10.744394719965, 10.540904638704, 9.07754155532, 8.83362654303, 8.329566559261, 7.872533257342, 4.519722112208, 3.919943825188, 3.478120745188, 3.303757132936, 2.923292366658, 2.667835258311, 2.300762333375, 2.1447352491, 2.013412021455, 1.879176846266, 0.758112251936, 0.324464505336, 0.064735754095]",5,6.2,0,0.030828722611648728
733,8.355511102220444,0.8953881481462932,51.301961914817106,0.7638925430753722,0.23610745692462776,3.3841629406108393,47.173068826251,neutron,D_plus,110.6458113510723,160.9684706129072,"[47.173068826251, 32.543542351101, 30.92920017372, 26.703875820717, 23.618783441118, 22.274337351229, 18.217346143269, 14.511913003217, 14.37046090092, 11.563301046427, 11.296640665914, 10.841762544379, 9.10417168272, 9.072542915654, 8.630524592505, 8.59640729456, 8.557864334536, 8.126742174441, 6.449573768634, 5.111946157064, 4.512498143998, 4.419174221957, 3.687158771244, 3.516395501629, 3.079730232743, 2.936504729505, 2.666366187962, 2.210540940968, 2.076379683729, 1.650601107633, 1.550645290257]",3,10.333333333333334,0,0.029666093600360446
734,8.365273054610922,0.8660714488321158,49.62223877486067,0.7606876131019078,0.23931238689809226,3.4743800851956745,50.31349401337922,neutron,D_plus,118.91247691380843,172.55592500854362,"[50.313494013379, 36.667022136565, 31.931960763864, 28.339532940101, 25.303915154634, 20.77999679582, 19.887325130708, 15.4335046804, 14.899730205509, 13.804262278786, 9.067555605059, 8.786382225656, 8.435285630678, 8.427882958491, 7.92437747705, 6.376289568859, 6.328604681617, 5.702827967121, 5.208334166368, 5.103709479464, 5.070413037563, 4.108154409403, 3.726479719194, 3.232872207132, 2.682242644814, 2.664900447159, 2.40722308143, 2.341382107311, 2.273135574613, 2.063555875686, 0.707647035567]",4,7.75,0,0.04037873995919857
735,8.375035007001399,0.8389532569882885,48.06848083418327,0.7572682656008448,0.24273173439915516,3.3453478271311585,53.446811834365995,neutron,D_plus,121.5300600339564,171.1929094987709,"[53.446811834366, 36.761484900112, 31.321763299478, 25.755726604962, 23.907122859852, 17.505715162692, 16.760057325438, 15.820151259602, 15.28666970536, 12.924245341495, 10.412602351941, 9.702847914658, 9.062579581674, 8.225699940174, 7.722470768596, 6.45053674227, 6.29237250177, 6.015748088528, 5.995708095085, 5.693582793747, 4.81156233292, 4.51466684859, 4.199652112526, 3.844003246737, 3.559319304735, 3.130329339916, 2.663438023599, 2.603460093637, 2.46944617033, 2.285654645209, 0.854570809999]",3,10.333333333333334,0,0.04202859951214572
736,8.384796959391878,0.8134926509525764,46.60969556449165,0.7535215085351816,0.24647849146481832,3.3209966173839494,56.573048513649695,neutron,D_plus,123.43567975842694,171.83708724007593,"[56.57304851365, 36.149686393906, 30.712944850871, 25.88792023579, 22.513487245859, 19.709172422985, 18.341986288859, 16.205924036856, 15.672734741276, 15.129487514193, 9.057614803854, 8.908653228694, 8.023973845376, 7.82754143637, 7.521020359214, 6.880584695231, 6.781302598068, 6.38668469791, 6.282123023815, 5.30107271446, 5.287659385168, 4.83577325417, 3.917493591199, 3.251375446102, 2.799253620003, 2.665313113911, 2.661978905045, 2.027933748078, 1.252552827475, 0.796292374423, 0.637410087188]",3,10.333333333333334,0,0.014782660608858458
737,8.394558911782356,0.7890832087494601,45.21113754598458,0.7493659213345085,0.25063407866549153,3.33681032692179,49.52490858435198,neutron,proton,115.16967746866987,164.72590986414403,"[49.524908584352, 35.539268547459, 30.105500336859, 28.433235714068, 21.122996681406, 20.691133015198, 16.590826231811, 16.057928535346, 13.49596190383, 12.758622353277, 10.16732155837, 9.201438612307, 8.116250820142, 7.958252448035, 7.822702990495, 7.56512423187, 7.328585807115, 7.320024567605, 7.109648334822, 7.092162060692, 6.73045143202, 6.085703880127, 5.875415311193, 4.702881430813, 2.994605294615, 2.860738040056, 2.660523079315, 1.960499169471, 1.495164150747, 0.493241226992, 0.138883649591]",4,7.75,1,0.015036936453879258
738,8.404320864172833,0.7650977254141205,43.836870581288245,0.7447565842231295,0.2552434157768705,3.409863956163416,38.98424395526263,Sigma_plus,proton,104.8872855474977,155.9481714518182,"[38.984243955263, 34.930226280565, 30.97281531167, 29.499424701981, 21.561461202339, 20.876382828765, 19.73563959413, 18.039257285108, 16.974861047817, 14.183576769964, 10.572239704349, 10.393099948409, 8.347179519848, 7.621885700453, 7.325634094231, 7.119481720979, 6.868566875687, 6.461846726411, 5.752213556719, 5.486499395151, 5.428901171083, 5.154405740379, 4.711078270356, 4.336640549017, 4.097377491591, 3.189516743288, 3.055722575189, 2.659070534297, 2.300818113831, 2.258677523385, 1.101255067744]",4,7.75,1,0.015299509546843544
739,8.414082816563312,0.7409352544416259,42.45246297195695,0.73968704680106,0.26031295319894,3.3822912796384696,34.32255453870334,phi_1020,Upsilon_1S,100.75919530952174,157.62907587298423,"[34.322554538703, 33.506680104903, 32.929960665915, 28.894712916335, 27.975167647127, 21.061215775523, 18.35140447017, 17.358031672033, 15.478679383893, 11.939956088954, 11.821311561287, 11.090776355084, 9.127474952384, 8.032900667802, 7.649668198223, 7.455467755655, 7.421520308643, 7.046958497692, 6.919390155004, 6.536796489526, 6.268353987564, 5.004403643568, 4.448868352522, 4.179388609596, 3.581906617159, 3.383989583619, 3.250268337514, 2.657621257934, 1.587319774813, 0.708232396552, 0.009019234299]",4,7.75,1,0.015570792929852497
740,8.42384476895379,0.7160638336148988,41.02743552809171,0.734188164257529,0.265811835742471,3.293423940859003,44.27291403314198,proton,D_plus,114.02401338967601,163.56100675021588,"[44.272914033142, 36.034851063665, 33.716248292869, 28.291359975417, 21.245633385123, 17.740341275519, 16.990829777427, 14.419322918296, 13.304599085146, 12.923855344035, 12.651758472821, 9.906016987089, 9.464354586541, 9.037867322637, 7.743959856787, 7.630755467341, 7.27319129712, 7.221605156868, 7.048451678566, 6.719748213752, 6.610109920153, 5.749731477724, 5.678004978793, 3.578025425036, 3.444376937062, 2.656175238233, 2.610097949279, 2.550956935504, 2.012941048586, 1.155823014899, 0.31609288457]",4,7.75,1,0.015851227522467124
741,8.433606721344269,0.6900533071520744,39.53714213885853,0.7283240831037021,0.27167591689629783,3.317775150606212,55.515248209309625,proton,Omega_minus,127.10873309645112,176.22773117590262,"[55.51524820931, 38.482182347725, 33.111302539417, 27.68936089995, 21.429637179502, 18.121793013354, 14.666179954876, 14.20923789816, 13.108944461122, 10.682812049016, 10.477368771705, 10.374764081411, 9.032958155274, 8.757502875417, 8.213242453237, 7.826798906048, 7.112686394534, 7.022138595294, 6.520554249644, 6.031139696011, 5.313801190381, 4.964432563434, 3.892810458378, 3.771625868854, 3.638049975748, 3.328393447196, 2.65473246326, 2.483309885924, 1.044328624923, 0.447496086501, 0.075166704397]",3,10.333333333333334,1,0.016141284513994304
742,8.443368673734746,0.6625950589695967,37.96390040517979,0.7221860206787446,0.2778139793212554,3.3209966173839494,61.513014064866724,Sigma_plus,Omega_minus,134.62937160389362,180.22047236435068,"[61.513014064867, 40.608645239136, 32.507712299891, 27.088710735729, 18.502390024728, 16.024709903393, 15.245295199406, 13.102875457265, 12.187270787209, 11.457866530868, 9.425957885726, 9.267710723597, 9.02805998798, 8.794424249013, 8.603402075487, 8.300660092292, 7.831384618047, 6.823118982394, 6.623665079904, 6.321806623395, 4.903992790854, 4.766287632007, 4.180893283967, 3.964792508324, 3.831289047423, 3.358801527849, 2.65329292114, 1.114441152064, 0.984046736678, 0.517932249108, 0.465549590258]",3,10.333333333333334,1,0.01644146800642369
743,8.453130626125224,0.6335083010306912,36.29735193556187,0.7158846730893385,0.28411532691066155,3.216315569066642,61.47971489989381,Sigma_plus,Omega_minus,136.11553759425715,183.91352027892503,"[61.479714899894, 42.730350073492, 31.905472620872, 26.489404553463, 21.308578131205, 18.882135433047, 17.380200079604, 15.814657423371, 15.237042383191, 12.231186793204, 10.172571871793, 9.378267560152, 9.37430562419, 9.348409290497, 9.023172780558, 8.288290272556, 6.123503703964, 5.293696081457, 5.269490293027, 4.157526928687, 4.02409573792, 3.399107209137, 2.672883485296, 2.425139043009, 2.076697493658, 1.408176265629, 1.355054391867, 1.296802208194, 0.855058976725, 0.48783124088, 0.111177149463]",3,10.333333333333334,1,0.01675231793920227
744,8.462892578515703,0.6027348936319622,34.534165570378036,0.7095420918090729,0.29045790819092715,3.200501859528802,61.446490137890414,Sigma_plus,Omega_minus,137.06029236627876,178.3005054883557,"[61.44649013789, 44.847314214182, 30.766488014206, 21.979180776046, 19.261032346031, 18.732661576431, 18.640936110094, 17.920651535862, 15.228808006899, 13.002779164644, 10.151401701307, 9.952891324345, 9.361804003806, 9.018296493011, 7.970785912748, 7.311058218436, 7.248815696413, 5.925643868499, 4.227843667017, 4.216471625111, 3.631979865189, 3.311325114554, 2.761677703963, 2.737484996784, 2.65042348827, 2.61906794104, 2.167170825229, 1.243698051428, 1.038505592669, 0.538090559603, 0.089221468291]",3,10.333333333333334,1,0.015112097491237212
745,8.47265453090618,0.5703259805662487,32.67727163310626,0.7032837351095176,0.29671626489048236,3.200501859528802,61.413339507712195,Sigma_plus,Omega_minus,136.59790486898504,178.84155467655148,"[61.413339507712, 46.95955493753, 28.225010423743, 22.161544376397, 20.082105431169, 19.639083855821, 19.10849549726, 16.21296018339, 15.22059200333, 13.772649942072, 12.299640729868, 10.922810808418, 10.530186071254, 9.013431085545, 6.840360202509, 6.33600658615, 5.779334387092, 5.728225502287, 5.183792056198, 4.408418278957, 4.331583070659, 3.368602802971, 2.648993574068, 2.241484155326, 1.840769113857, 1.631469986007, 1.519648339294, 1.173102610333, 0.960366491836, 0.235308822032, 0.211129166917]",3,10.333333333333334,1,0.015431689627507057
746,8.482416483296658,0.5364239616902959,30.734829034541313,0.6972311980933108,0.30276880190668914,3.188742892541695,61.38026273957429,Sigma_plus,Omega_minus,132.79085383015791,174.35190063624407,"[61.380262739574, 49.067089433337, 22.343501657247, 21.428542625842, 20.132504180244, 20.016293039066, 19.485990451451, 17.729951777787, 14.540805390835, 13.068589530444, 12.92696318123, 11.692501159355, 9.008576518564, 8.820763438655, 7.959243654314, 7.327368271839, 6.732146695616, 5.363127440548, 4.73315260844, 4.566996795553, 4.417612352685, 4.215243427562, 2.309597756523, 2.29033950503, 2.28543112439, 2.018377936221, 1.420850253554, 1.064204393654, 0.960355777032, 0.355647794109, 0.337969089297]",2,15.5,0,0.05424659045385154
747,8.492178435687137,0.5012427969496966,28.71909677655051,0.6914959196628465,0.30850408033715354,3.150449634229016,61.34725956503992,Sigma_plus,Omega_minus,135.2891784580249,176.7234891331969,"[61.34725956504, 51.169934805438, 22.771984087547, 21.041647718137, 20.392662957035, 19.862645504544, 17.218186595866, 16.859008262722, 15.307251744953, 13.835827471219, 10.403652254706, 10.085567717718, 9.003732752672, 8.277056349219, 7.388551507284, 6.887335325237, 6.88035888182, 6.35089884897, 6.300014196986, 4.800562592536, 4.392412886166, 3.08906736176, 2.745600907622, 2.612457188472, 2.404425042049, 2.341225179397, 2.245639397392, 2.178572938713, 1.483406377144, 0.289367478163, 0.033686103476]",2,15.5,0,0.05733664685372946
748,8.501940388077616,0.4650487415555175,26.645330159001336,0.6861739979603885,0.31382600203961153,3.1102847149439667,61.31432971701267,Sigma_plus,Omega_minus,131.10990325485204,172.02882303693002,"[61.314329717013, 48.163579742488, 21.631993795351, 20.634471029772, 20.284448752306, 20.238463704821, 18.324992834112, 16.071995207305, 14.601360761479, 14.235897868501, 10.874202359325, 9.818533520021, 9.202518522974, 8.998899748666, 8.279889966147, 7.885947624536, 7.31010593746, 6.031905399585, 5.138603193028, 5.104528329756, 4.689523709519, 4.460517615614, 4.381210325698, 3.423855066972, 2.789614427784, 2.480446893459, 2.352548188075, 0.483747903396, 0.42524696341, 0.292174712855, 0.074446178572]",2,15.5,0,0.023538307271353073
749,8.511702340468092,0.4281426841664994,24.530768832142993,0.681342133713355,0.31865786628664505,3.214965763261274,61.28147292972878,Sigma_plus,Omega_minus,120.77277933837158,158.7760492813233,"[61.281472929729, 38.877858323277, 20.613448085366, 19.887749175315, 18.115520767636, 16.835041949834, 16.483767844006, 15.614365333677, 15.365195579542, 15.018581559077, 11.51256507369, 11.356590648676, 10.43134168885, 10.204601272344, 9.8140814127, 9.32505652067, 9.019568835103, 8.994077467542, 7.272584979141, 5.373828971319, 4.67826925334, 3.281984824372, 3.173949202138, 3.052975856097, 2.643305661303, 2.457446166118, 2.389384230716, 2.022959802084, 1.889958861559, 1.757319734244, 1.255147990537]",2,15.5,0,0.02277932227140752
750,8.521464292858571,0.39084449441861774,22.393739976111256,0.6770546611671375,0.3229453388328624,3.2275580060213773,61.24868893874826,Sigma_plus,Omega_minus,118.69919487848591,166.471239071944,"[61.248688938748, 29.612710010874, 27.837795928864, 26.784442529309, 20.987601664149, 19.491928511488, 16.851903453714, 16.12733807295, 15.602151400129, 13.817493569246, 12.909743400991, 12.89124011387, 12.12504825814, 11.372620130737, 10.157553608012, 8.989265870488, 7.779342913218, 4.699193390267, 4.332964989156, 4.200035200667, 3.81479691068, 3.557432458338, 3.327632174132, 2.867276076864, 2.641891561661, 1.493178405693, 1.161732248329, 1.084949951517, 0.939889040171, 0.744494660023, 0.547664557577]",2,15.5,0,0.01917791653454352
751,8.53122624524905,0.3534792553511056,20.25286947704547,0.6733416073209246,0.32665839267907537,3.114855987527073,61.215977480947224,Sigma_plus,Omega_minus,128.49869043661835,170.2276783238678,"[61.215977480947, 39.166703711854, 28.116009243818, 21.360927444129, 20.36806044312, 18.258680312905, 16.887794358665, 14.738862830706, 14.422494232713, 14.04124633706, 13.094342754926, 13.036139367096, 11.895604948637, 11.174278909029, 10.211105328736, 8.984464918888, 6.460464861033, 6.237049131059, 5.684030028972, 3.940067274223, 3.673328670689, 3.599067388328, 2.792827084394, 2.640480590653, 1.979983321735, 1.952103846772, 1.378459678313, 0.953829359508, 0.838303271056, 0.531044046474, 0.366268823561]",3,10.333333333333334,0,0.022071060141889254
752,8.540988197639527,0.31636495528668884,18.12637672377227,0.6702077281287471,0.32979227187125293,3.0195457151921303,61.183338294506925,Sigma_plus,Omega_minus,141.09855421144547,181.94604574272392,"[61.183338294507, 50.470581867828, 29.444634049111, 21.733428413351, 19.114063117927, 17.646570523263, 15.953210846061, 15.908365296154, 13.39218784254, 12.037588584456, 11.851827802579, 11.14383562725, 10.592074759909, 8.979674574314, 8.847163088058, 7.518429517423, 5.872944516309, 4.85714972898, 4.698162829909, 4.321856712345, 3.908015310837, 3.559118415516, 3.064716931773, 2.757307336363, 2.743256595786, 2.639072736987, 2.129212806277, 1.703092768929, 1.293807195485, 0.428964612313, 0.206347297461]",3,10.333333333333334,0,0.021066845737383568
753,8.550750150030005,0.27980110524881213,16.03142243385268,0.6676324925972033,0.3323675074027967,2.95825105293761,61.74952062178115,electron,phi_1020,153.67061929066128,195.6461109243318,"[61.749520621781, 61.150771118909, 30.770327549971, 22.105107545031, 19.870384088639, 18.403672623125, 17.860957046011, 16.681006292785, 13.637630747718, 10.76242863537, 8.974894798532, 8.971162351886, 8.095327442542, 6.159720776014, 6.061442207366, 5.928724932734, 4.831694474725, 4.70280382006, 4.662940534215, 4.619188731014, 4.323719101421, 4.056088488407, 4.032019876116, 3.162671726724, 2.637667989427, 1.939961937589, 1.386855233243, 1.006366972022, 0.706392794615, 0.615989073053, 0.132560468955]",3,10.333333333333334,0,0.020151971166805567
754,8.560512102420484,0.24405779175810902,13.983481425022374,0.6655710119313285,0.33442898806867144,2.893734923905352,65.75997586493679,D_plus,phi_1020,156.810629601357,199.91163614097985,"[65.759975864937, 58.957553437781, 32.09310029864, 22.47596779766, 20.625038741963, 19.764500122171, 19.159106684623, 17.246052340399, 11.334742499194, 8.970125553494, 7.504551084367, 7.103678770341, 6.582629187519, 6.249524602548, 6.116877853668, 6.096843549132, 5.604080929237, 5.086635228164, 5.082911629628, 4.469159218844, 3.301473423096, 3.002041567663, 2.636266336789, 2.342635440922, 2.160722257146, 2.150878814791, 2.045141471119, 1.905775302261, 1.630563599318, 1.572424102725, 0.96902228986]",3,10.333333333333334,0,0.020015104527713472
755,8.570274054810962,0.20936484013476292,11.995721718153105,0.6639559323918539,0.3360440676081461,2.893734923905352,67.82591384713308,D_plus,phi_1020,151.37988682094874,195.88975412069843,"[67.825913847133, 50.141010178667, 33.412962795149, 22.846012115085, 21.663855184665, 21.378033068268, 19.912878704316, 17.285816479321, 10.944841585948, 9.582702645876, 9.036920869639, 8.488977380295, 8.441328058936, 6.304616816538, 5.847872851698, 5.591530376051, 5.462183158305, 4.349956845357, 4.275804244651, 3.777973128502, 3.380944746585, 3.296312822234, 3.228848578277, 3.136361832728, 3.118315444744, 2.634867767948, 2.087236349475, 1.117479405889, 0.802577689335, 0.524038742408, 0.101826285978]",3,10.333333333333334,0,0.020073498261145302
756,8.58003600720144,0.1759010287157377,10.07838655742127,0.6627003194825352,0.3372996805174648,3.0411973133286025,69.88731286011011,D_plus,phi_1020,144.53752333951138,191.31180403508023,"[69.88731286011, 41.343837306671, 33.30637317273, 23.559037268957, 23.215243426612, 22.129373028323, 20.664994649128, 19.70966176463, 13.929158010948, 10.391137230612, 10.189114430396, 7.876555959184, 6.744147669291, 6.491943307504, 5.840621408436, 5.76753913265, 5.136780235507, 4.740272446649, 4.713813195352, 4.247894926574, 4.08287408102, 3.585306629483, 3.193079371762, 1.867165551398, 1.487669234312, 1.423552314918, 1.250182017181, 1.209919956915, 1.010273365211, 0.638011311519, 0.367154736016]",3,10.333333333333334,0,0.03740208459126809
757,8.589797959591918,0.14378363842486203,8.238195644779646,0.6617015499419636,0.3382984500580363,3.090504777779864,70.10733812644033,D_plus,Xi_minus,135.77171802754975,187.84018029891834,"[70.10733812644, 33.098414527455, 32.565965373654, 28.455251985927, 23.613210285442, 22.879064553486, 21.415460456542, 21.095404078168, 12.289709528916, 12.289123754823, 10.15656821133, 7.767200770501, 6.678858805391, 6.497790497934, 6.218229367556, 5.856264143663, 5.197389266084, 4.531051393153, 4.456404798149, 3.817579197798, 3.393062839487, 3.099616481549, 2.834285270345, 2.488260568919, 2.226178141777, 1.836851050874, 1.402106635971, 1.368338536682, 1.263741300745, 0.787775643396, 0.313504407845]",4,7.75,1,0.020304560063196184
758,8.599559911982396,0.11305901060222993,6.477804143432603,0.6608461899816747,0.3391538100183254,3.0597106344771796,69.69026786561366,D_plus,Xi_minus,138.17546197683194,185.60990079644344,"[69.690267865614, 37.18168110158, 31.303513009638, 23.80732527373, 23.627113545881, 23.030651147899, 18.790620480763, 18.61385886053, 14.18295189528, 12.431585082429, 10.980235364515, 8.513614024668, 7.189100808008, 6.595010008471, 6.144803315884, 5.455538762082, 5.22622706597, 5.164139939822, 4.342533477796, 4.30629112638, 3.698282100703, 3.373661554015, 3.201240245028, 2.630690453769, 2.173674245413, 1.915248887474, 1.833591033877, 1.639137715765, 1.58739849846, 0.932474006783, 0.437539101774]",3,10.333333333333334,0,0.020430482069654317
759,8.609321864372873,0.08369515868583546,4.795379358376065,0.6600157689948533,0.33998423100514674,3.0503398584948145,69.27411011465112,D_plus,Xi_minus,143.4146899483215,190.1335205098938,"[69.274110114651, 45.88901762448, 28.25156220919, 24.26946396751, 22.449366594063, 16.137743026619, 15.067848241115, 15.003398334192, 14.701624434081, 14.243566031955, 8.946435970989, 8.887574138823, 8.876158389295, 8.677833850041, 7.090144514305, 6.970966289358, 6.770328303052, 6.449185323868, 4.673728115566, 4.432300276322, 3.833407281649, 3.506617260363, 3.350351855673, 3.009837340068, 2.629304109948, 2.377734585264, 2.218713907157, 0.965176275527, 0.92535902977, 0.104061911076, 0.017080694028]",3,10.333333333333334,0,0.021932961371037396
