base,from_entity,to_entity,gap_deg,gap_fraction,midpoint_angle_deg,from_mass_mev,to_mass_mev,difference_mass_mev,ratio_mass_mev,geometric_mean_mass_mev,from_compton_frequency_hz,to_compton_frequency_hz,difference_compton_frequency_hz,ratio_compton_frequency_hz,geometric_mean_compton_frequency_hz,from_lifetime_s,to_lifetime_s,difference_lifetime_s,ratio_lifetime_s,geometric_mean_lifetime_s,from_compton_cycles,to_compton_cycles,difference_compton_cycles,ratio_compton_cycles,geometric_mean_compton_cycles,from_log2_N,to_log2_N,difference_log2_N,from_log10_N,to_log10_N,difference_log10_N,absolute_difference_log2_N,absolute_difference_log10_N
2,eta,Higgs,79.49036238810933,0.2208065621891926,47.338306860280355,547.862,125200.0,124652.138,228.52470147591913,8282.04820077739,1.3247244221471272e+23,3.027322531090317e+25,3.0140752868688457e+25,228.52470147591913,2.0025903451908478e+24,5.02e-19,1.6000000000000002e-22,-5.0184e-19,0.00031872509960159364,8.962142600963232e-21,66501.16599178579,4843.716049744508,-61657.44994204128,0.07283655823933678,17947.500244912564,16.021092015739516,12.241898577928708,-3.7791934378108074,4.82282926003031,3.685178675832777,-1.1376505841975328,3.7791934378108074,1.1376505841975328
2,K_long,Z,32.55330534076473,0.0904258481687909,178.57753923628349,497.611,91188.0,90690.389,183.25157603027264,6736.182291773286,1.203218044743118e+23,2.204916030072395e+25,2.192883849624964e+25,183.25157603027267,1.6288016314230732e+24,5.116e-08,2.64e-25,-5.116e-08,5.1602814698983574e-18,1.1621634996849626e-16,6155663516905793.0,5.820978319391123,-6155663516905787.0,9.45629712118686e-16,189293380.42672154,52.450835796016385,2.5412616441851834,-49.9095741518312,15.789274872247002,0.7649959817301074,-15.024278890516895,49.9095741518312,15.024278890516895
2,pi_plus,rho_770,29.97895961103213,0.0832748878084226,246.1583081239323,139.57039,775.26,635.68961,5.554616563011682,328.9427618163987,3.374797015335964e+22,1.8745703398187536e+23,1.5370906382851573e+23,5.554616563011682,7.953800593337536e+22,2.6033e-08,4.41e-24,-2.6032999999999996e-08,1.6940037644528097e-16,3.388296474631463e-16,878560907002411.5,0.8266855198600702,-878560907002410.6,9.409541367833716e-16,26949834.51032721,49.64213563421782,-0.27458947797375455,-49.91672511219158,14.943771874719356,-0.0826596693638141,-15.02643154408317,49.91672511219158,15.02643154408317
2,B_plus,Lambda,27.85867848598169,0.0773852180166158,347.7677565479061,5279.41,1115.683,-4163.727,0.21132721269990398,2426.962708207524,1.2765556584555537e+24,2.6977094915770276e+23,-1.006784709297851e+24,0.21132721269990395,5.8683697193870715e+23,1.638e-12,2.617e-10,2.60062e-10,159.76800976800976,2.0704216961768922e-11,2090998168550.197,70599057394570.8,68508059226020.6,33.76332818288453,12149999988206.494,40.9273289369581,46.00471415497471,5.077385218016609,12.320353652430828,13.84879890259473,1.5284452501639016,5.077385218016609,1.5284452501639016
2,K_short,neutron,26.779036372230955,0.0743862121450859,118.71384172154848,497.611,939.56542194,441.95442194,1.8881524362202604,683.7675695563407,1.203218044743118e+23,2.2718590824858967e+23,1.0686410377427787e+23,1.8881524362202606,1.6533426272737827e+23,8.954e-11,878.4,878.3999999999104,9810140719231.629,0.0002804495248703409,10773614372629.88,1.9956010180556114e+26,1.9956010180555036e+26,18523041098680.773,4.6367915426681364e+19,43.2925675653762,87.36695377752127,44.07438621214507,13.032361426487812,26.30007371682248,13.26771229033467,44.07438621214507,13.26771229033467
