particle_a,particle_b,tolerance_type,tolerance_value,base_count,connected_count,persistence_fraction,mean_distance,min_distance,max_distance,family_match,interaction_match,empirical_p_value,passes_threshold
phi_1020,top,angular_close_deg,10.0,2009,8,0.003982080637132902,115.75328561866922,1.5015586438642856,179.92601219213282,False,False,0.021595680863827234,True
D0,D_plus,angular_close_deg,10.0,2009,8,0.003982080637132902,107.80038314657268,0.9149861636078072,179.94029075913187,True,True,0.027194561087782444,True
D0,Ds_plus,angular_close_deg,10.0,2009,1,0.0004977600796416127,34.94415130420093,8.866235199048447,179.6997173025099,True,True,0.01979604079184163,True
D0,J_psi,angular_close_deg,10.0,2009,101,0.05027376804380289,96.00564944470582,0.005384216727833291,179.94269907217165,True,False,0.004399120175964807,True
D0,B_plus,angular_close_deg,10.0,2009,70,0.03484320557491289,91.09153365932511,0.06079484747431252,179.76787648476716,True,True,0.009598080383923215,True
D0,B0,angular_close_deg,10.0,2009,65,0.03235440517670483,96.64730553887145,0.13005602576839692,179.75723995922266,True,True,0.008798240351929614,True
D0,Bs0,angular_close_deg,10.0,2009,64,0.031856645097063215,95.47858215854632,0.15094438571770752,179.87459631893753,True,True,0.009398120375924815,True
D0,Upsilon_1S,angular_close_deg,10.0,2009,96,0.047784967645594825,88.57019207648165,0.01368921843848625,179.89910556867756,True,False,0.0023995200959808036,True
D0,W,angular_close_deg,10.0,2009,89,0.04430064708810354,95.78127538818727,0.05146271434611549,179.95558858224277,False,True,0.003799240151969606,True
D0,Z,angular_close_deg,10.0,2009,95,0.04728720756595321,95.9254931216002,0.08445385301683928,179.9024960235895,False,True,0.003999200159968006,True
D0,Higgs,angular_close_deg,10.0,2009,103,0.051269288203086114,95.0737356453325,0.028678805248972594,179.93194303119208,False,False,0.003999200159968006,True
D0,top,angular_close_deg,10.0,2009,151,0.07516177202588352,86.89693288375568,0.03737720458121885,179.9858203545606,False,True,0.0027994401119776045,True
D_plus,Ds_plus,angular_close_deg,10.0,2009,5,0.0024888003982080635,83.41988648337467,0.2567526466813774,179.86494642516266,True,True,0.017996400719856028,True
D_plus,J_psi,angular_close_deg,10.0,2009,131,0.06520657043305127,82.19137445360354,0.056768181586221544,179.9404118856546,True,False,0.003599280143971206,True
D_plus,B_plus,angular_close_deg,10.0,2009,18,0.008959681433549029,141.48601784670436,0.33694532486379103,179.99445634794228,True,True,0.012397520495900819,True
D_plus,B0,angular_close_deg,10.0,2009,16,0.007964161274265804,139.30564978362094,0.4191752739614003,179.97212778041228,True,True,0.009598080383923215,True
D_plus,Bs0,angular_close_deg,10.0,2009,17,0.008461921353907416,139.80727269401987,0.06664858765873305,179.98413367742103,True,True,0.008398320335932814,True
D_plus,Upsilon_1S,angular_close_deg,10.0,2009,86,0.0428073668491787,99.90965533490848,0.07185127894450716,179.92643827411922,True,False,0.0033993201359728054,True
D_plus,W,angular_close_deg,10.0,2009,102,0.0507715281234445,94.92649853225862,0.10008708922077858,179.88090726748084,False,True,0.0023995200959808036,True
D_plus,Z,angular_close_deg,10.0,2009,102,0.0507715281234445,94.53872999131319,0.14839442020198135,179.92596124984215,False,True,0.003999200159968006,True
D_plus,Higgs,angular_close_deg,10.0,2009,130,0.06470881035340965,81.53860839800828,0.009801056269338915,179.94847509867208,False,False,0.0023995200959808036,True
D_plus,top,angular_close_deg,10.0,2009,92,0.045793927327028375,96.15025699775555,0.13007918356458958,179.89660600759618,False,True,0.0021995600879824036,True
Ds_plus,J_psi,angular_close_deg,10.0,2009,105,0.05226480836236934,91.67763800985105,0.04691473261328838,179.88209107509294,True,False,0.003799240151969606,True
Ds_plus,B_plus,angular_close_deg,10.0,2009,49,0.024390243902439025,110.27137808509983,0.03968310639641004,179.9820606136396,True,True,0.00639872025594881,True
Ds_plus,B0,angular_close_deg,10.0,2009,47,0.0233947237431558,116.68473792123285,0.2116151973818603,179.7125827601576,True,True,0.006998600279944011,True
Ds_plus,Bs0,angular_close_deg,10.0,2009,46,0.022896963663514187,115.39904146808055,0.16181058001336623,179.87074869942307,True,True,0.0065986802639472104,True
Ds_plus,Upsilon_1S,angular_close_deg,10.0,2009,71,0.0353409656545545,93.50384213506877,0.09090550566497768,179.94269767968052,True,False,0.001799640071985603,True
Ds_plus,W,angular_close_deg,10.0,2009,93,0.04629168740666999,97.0553085745614,0.0023546625038761704,179.9086917114895,False,True,0.0033993201359728054,True
Ds_plus,Z,angular_close_deg,10.0,2009,96,0.047784967645594825,97.17055120826831,0.04166029365842405,179.97983183791519,False,True,0.0027994401119776045,True
Ds_plus,Higgs,angular_close_deg,10.0,2009,111,0.055251368840219015,90.09125525178402,0.016947328866649514,179.92727825202644,False,False,0.002599480103979204,True
Ds_plus,top,angular_close_deg,10.0,2009,86,0.0428073668491787,90.48483302212685,0.0008190428261229954,179.9900614435099,False,True,0.002599480103979204,True
J_psi,B_plus,angular_close_deg,10.0,2009,79,0.039323046291687404,92.14657674194552,0.08581604068638171,179.96963817481577,True,False,0.003599280143971206,True
J_psi,B0,angular_close_deg,10.0,2009,75,0.03733200597312095,91.17605701557082,0.03495551275892694,179.9471326755861,True,False,0.005198960207958408,True
J_psi,Bs0,angular_close_deg,10.0,2009,76,0.037829766052762566,91.39022220697113,0.04060198880179655,179.84337005886053,True,False,0.004199160167966407,True
J_psi,Upsilon_1S,angular_close_deg,10.0,2009,25,0.012444001991040319,142.5379403919307,0.29625448916991104,179.9988888984035,True,True,0.009998000399920015,True
J_psi,W,angular_close_deg,10.0,2009,141,0.07018417122946739,71.54063190818479,0.07994030603845204,179.99652683720578,False,False,0.0027994401119776045,True
J_psi,Z,angular_close_deg,10.0,2009,151,0.07516177202588352,70.76206692873308,0.014205685905892551,179.86899948641502,False,False,0.0023995200959808036,True
J_psi,Higgs,angular_close_deg,10.0,2009,990,0.4927824788451966,13.047224738920495,8.313864354896623,178.38827833793061,False,True,0.015396920615876825,True
J_psi,top,angular_close_deg,10.0,2009,89,0.04430064708810354,98.32437000089136,0.10803727058384993,179.96593544386076,False,False,0.004399120175964807,True
B_plus,B0,angular_close_deg,10.0,2009,1402,0.6978596316575411,11.074215192473865,7.056636548346717,151.41229048014338,True,True,0.02439512097580484,True
B_plus,Bs0,angular_close_deg,10.0,2009,1684,0.8382279741164759,8.803474705819067,5.609690644601898,120.36557410388696,True,True,0.02659468106378724,True
B_plus,Upsilon_1S,angular_close_deg,10.0,2009,122,0.06072672971627675,83.94912961728659,0.006026450880398215,179.99987349314046,True,False,0.003199360127974405,True
B_plus,W,angular_close_deg,10.0,2009,126,0.0627177700348432,83.5135158118281,0.004236054079512996,179.79485493811643,False,True,0.002599480103979204,True
B_plus,Z,angular_close_deg,10.0,2009,128,0.06371329019412643,83.66832765794744,0.031240672815499693,179.96113175714015,False,True,0.003199360127974405,True
B_plus,Higgs,angular_close_deg,10.0,2009,79,0.039323046291687404,93.22689441683825,0.014486490670094554,179.95674067315696,False,False,0.0027994401119776045,True
B_plus,top,angular_close_deg,10.0,2009,113,0.05624688899950224,87.45187751803839,0.13006596933422543,179.8555743140338,False,True,0.003599280143971206,True
B0,Bs0,angular_close_deg,10.0,2009,1985,0.9880537580886013,2.270740486654767,1.4469459037447905,31.046716376256427,True,True,0.026394721055788842,True
B0,Upsilon_1S,angular_close_deg,10.0,2009,115,0.057242409158785465,84.82640869774127,0.01628394639419639,179.81808497844406,True,False,0.0021995600879824036,True
