particle_a,particle_b,bases_close_count,fraction_of_bases_close,mean_3d_distance,min_3d_distance,max_3d_distance
eta,phi_1020,0,0.0,3.590157512509058,3.2623254271642574,3.8079229156494425
pi_plus,D_plus,0,0.0,3.616603601108949,3.334957705064746,3.828853779455471
omega_782,Upsilon_1S,0,0.0,3.6185071249866616,3.3450603753630035,3.827946511653939
Upsilon_1S,top,0,0.0,3.628772043497987,3.308020390226673,3.8347871905543505
muon,Sigma_plus,0,0.0,3.743689563436225,3.565578662138588,3.931752162911018
K_long,B0,0,0.0,3.837133821466916,3.513346526309274,4.033035820323042
Delta_1232,J_psi,0,0.0,3.8371661473933454,3.5132224559155123,4.032983031060809
K_plus,D_plus,0,0.0,3.8381283319119697,3.509594835803253,4.031389411668895
K_long,Bs0,0,0.0,3.840598694838173,3.500755434525654,4.027027669082742
pi_plus,Ds_plus,0,0.0,3.8424549029840125,3.588611425215886,4.083787698374923
Delta_1232,Higgs,0,0.0,3.8475914027615286,3.466862843366139,3.9989179582077687
K_long,B_plus,0,0.0,3.8481507919850717,3.4698117077180615,4.003557373719774
K_plus,D0,0,0.0,4.002659286637397,3.903460452537473,4.261395792441724
eta,omega_782,0,0.0,4.020169088546666,3.763034685531493,4.167665723940562
Upsilon_1S,W,0,0.0,4.02128245551068,3.766476945698326,4.168288332054202
pi_plus,D0,0,0.0,4.050071050083034,3.8793085842149924,4.179800523076446
Upsilon_1S,Z,0,0.0,4.054445048455681,3.8979455561194714,4.185600943557193
eta,top,0,0.0,4.058155502427079,3.915434680223973,4.19037602793266
tau,pi_plus,0,0.0,4.059035336888234,3.9290916104686566,4.301745575310082
rho_770,J_psi,0,0.0,4.076308204967917,3.9423904963948018,4.293352405654417
muon,K_short,0,0.0,4.076751819051447,3.9217061172756003,4.218124209460915
rho_770,Higgs,0,0.0,4.077200127607172,3.772229756701326,4.264490936404938
K_plus,Ds_plus,0,0.0,4.077243760740523,3.8926055340024566,4.287134749836747
eta,W,0,0.0,4.168997245423551,4.0404273961249695,4.462659397486968
eta,Z,0,0.0,4.234427699713893,4.061080281424786,4.52216452908431
tau,K_plus,0,0.0,4.271816626753525,4.07463346341371,4.537867620260934
K_long,D_plus,0,0.0,4.338651564005221,4.121807291190544,4.578964481836317
Delta_1232,Upsilon_1S,0,0.0,4.452049995188685,4.227001139918427,4.672640176832353
K_long,Ds_plus,0,0.0,4.636077292894811,4.424809052733713,4.84086803586016
muon,B_plus,0,0.0,4.663204888154062,4.465025988057717,4.851018194374412
muon,Bs0,0,0.0,4.710069677109319,4.4617701316950855,4.882138786684051
muon,B0,0,0.0,4.722098916840514,4.464798258177508,4.889241513574164
K_long,D0,0,0.0,4.806068282288546,4.524189323005066,4.9426685826531385
rho_770,Upsilon_1S,0,0.0,4.812038260902132,4.53558717801417,4.946928279823236
Delta_1232,eta,0,0.0,4.8839256877007315,4.601372460171329,5.013497397705751
pi0,D0,0,0.0,4.936053058409086,4.83326376894592,5.220004898658858
tau,pi0,0,0.0,4.952294141792125,4.762053176066755,5.063879446807292
tau,K_long,0,0.0,4.969187445723687,4.750694440412668,5.094666288323325
pi0,phi_1020,0,0.0,4.991418089568521,4.886347917471664,5.2395650238875096
eta,rho_770,0,0.0,5.095022016912787,4.922937167782757,5.294744004262361
pi0,Ds_plus,0,0.0,5.143587664077965,4.942537841823972,5.294292061236345
muon,D_plus,0,0.0,5.252656601642951,5.104080284278012,5.396405895155606
pi0,D_plus,0,0.0,5.401986283942282,5.232006186097238,5.597815782787995
pi0,omega_782,0,0.0,5.487076530449675,5.33711997270133,5.638710299843615
pi0,top,0,0.0,5.536972733997846,5.3475506927437895,5.625931037663639
muon,Ds_plus,0,0.0,5.588509326554884,5.385971020145429,5.7262887794259445
muon,D0,0,0.0,5.655542034824206,5.4831451395509285,5.834816427475606
pi0,W,0,0.0,5.776901346206899,5.651866128391317,5.939912369030101
muon,tau,0,0.0,5.779092797512698,5.6542213839084345,5.9446842675763785
pi0,Z,0,0.0,5.808998322339535,5.689516893877419,5.993038326884019
pi0,B0,0,0.0,6.028873162799815,5.848835267213104,6.176043575845141
pi0,Bs0,0,0.0,6.0337079101203415,5.854894439082082,6.185279652775732
pi0,B_plus,0,0.0,6.054138285602544,5.904702073415346,6.207578403296257
Delta_1232,pi0,0,0.0,6.433997784256316,6.337619838269841,6.530950388604946
tau,eta,0,0.0,6.44769401348358,6.27403081665806,6.575081824683185
eta,D0,0,0.0,6.58703075735385,6.448625485472845,6.746562959276481
pi0,rho_770,0,0.0,6.67838907766385,6.523171751982772,6.820533420347463
eta,Ds_plus,0,0.0,6.727530184274981,6.5799204581339765,6.844521082659174
pi0,K_short,0,0.0,6.7728699291425505,6.621239042206721,6.8884017107865105
tau,Upsilon_1S,0,0.0,6.816598857450049,6.675417043350713,6.904090578655087
eta,D_plus,0,0.0,6.954865125061528,6.847424742928548,7.116262433411403
D0,Upsilon_1S,0,0.0,6.960442272294892,6.821829892154382,7.102940407881771
Sigma_plus,pi0,0,0.0,6.982914074237647,6.923301202916185,7.147321016618722
Ds_plus,Upsilon_1S,0,0.0,6.994510761959057,6.9344356893603765,7.171100178294508
Omega_minus,pi0,0,0.0,7.189066306123444,7.09974752579354,7.356993636139353
D_plus,Upsilon_1S,0,0.0,7.360669176484688,7.223967637347373,7.493216192371593
Xi_minus,pi0,0,0.0,7.415224022217848,7.316933282755536,7.4994183924907025
tau,J_psi,0,0.0,7.548912890199601,7.373413480371596,7.637667245738577
Lambda,pi0,0,0.0,7.597998222283047,7.418869333872192,7.668823796676613
tau,Higgs,0,0.0,7.5995182516143736,7.421542920160752,7.671921411056919
eta,B0,0,0.0,7.631390670794058,7.464741541239771,7.727396855456263
eta,Bs0,0,0.0,7.633924333943217,7.473081218634412,7.73362718075691
eta,B_plus,0,0.0,7.646449180245862,7.514415168464124,7.759679765994636
D0,J_psi,0,0.0,7.6933661688658965,7.551068392500235,7.801401860277346
D0,Higgs,0,0.0,7.759447942137825,7.582026562855592,7.841363357422146
Ds_plus,J_psi,0,0.0,7.856409918102132,7.725266350362194,7.895727896303495
Ds_plus,Higgs,0,0.0,7.873509413623241,7.775705660312117,7.94632571198377
B0,Upsilon_1S,0,0.0,7.937195480714995,7.847801080638734,8.091508569763027
Bs0,Upsilon_1S,0,0.0,7.940152314512583,7.86127194863564,8.092050773051168
B_plus,Upsilon_1S,0,0.0,7.950590776943914,7.890626639094382,8.052879619142834
D_plus,J_psi,0,0.0,7.998720520099962,7.9451290354003685,8.165874762030015
D_plus,Higgs,0,0.0,8.052162837528325,7.984159894089436,8.229586861755665
K_short,eta,0,0.0,8.335856974817466,8.210231126519407,8.449233700659255
pi0,pi_plus,0,0.0,8.662012266757879,8.529310164104771,8.736202551706754
Sigma_plus,eta,0,0.0,8.695710719303266,8.58029240369171,8.76748994056179
J_psi,B0,0,0.0,8.716032493147233,8.564441939536323,8.788670870485518
J_psi,Bs0,0,0.0,8.722329916102186,8.569514458883685,8.79806664428515
K_short,Upsilon_1S,0,0.0,8.738893859586575,8.604530654853901,8.816223993311757
J_psi,B_plus,0,0.0,8.747448382724892,8.633265229040337,8.8221805462051
B0,Higgs,0,0.0,8.753087522300397,8.65549257317948,8.824928297497035
Bs0,Higgs,0,0.0,8.759479937296875,8.673666530271246,8.826942989787717
B_plus,Higgs,0,0.0,8.782026028506031,8.664921638996892,8.827766693931302
Omega_minus,eta,0,0.0,8.810987231859162,8.70017567859872,8.925260610399176
pi0,K_plus,0,0.0,8.819531952761492,8.730077905306562,8.948331041226766
Xi_minus,eta,0,0.0,9.019404157382915,8.902434578204174,9.117866545968837
Sigma_plus,Upsilon_1S,0,0.0,9.034245493152866,8.919645911063379,9.136619989322678
