base,from_entity,to_entity,from_theta_deg,to_theta_deg,gap_deg,gap_fraction,from_log10_N,to_log10_N,from_frequency_hz,to_frequency_hz,from_cycles,to_cycles
10,B0,Bs0,103.33830104795418,105.79661873631423,2.458317688360057,0.006828660245444602,12.287050836244319,12.293879496489762,1.2766306161220584e+24,1.297717900302281e+24,1936648644657.1626,1967340336858.258
10,Bs0,neutron,105.79661873631423,108.02653805609083,2.2299193197765925,0.006194220332712757,12.293879496489762,26.300073716822478,1.297717900302281e+24,2.2718590824858967e+23,1967340336858.258,1.9956010180556114e+26
10,pi0,Upsilon_1S,158.23478401108855,160.3323249614763,2.0975409503877422,0.005826502639965951,6.439541066697468,4.445367569337434,3.2637245033104756e+22,2.2875145425820157e+24,2751319.756290731,27884.802274074773
10,Xi_minus,J_psi,258.9010177452537,260.7893294588874,1.888311713633672,0.005245310315649089,13.719169493736818,3.7244148040524654,3.195880561156057e+23,7.488270883812783e+23,52380482397347.77,5301.695785739452
10,omega_782,K_plus,59.878513935843905,61.06244517338858,1.1839312375446749,0.003288697882068541,1.1663292053773442,15.169617903259415,1.892463460210182e+23,1.193705675064756e+23,14.666591816628907,1477807625730168.0
10,W,K_long,283.7631932193711,284.1389540089202,0.3757607895491428,0.0010437799709698413,0.7882310922760309,15.789274872247002,1.9433186099497117e+25,1.2032180447431181e+23,6.140886807441088,6155663516905793.0
2,eta,Higgs,7.593125666225689,87.08348805433502,79.49036238810933,0.2208065621891926,4.82282926003031,3.685178675832777,1.3247244221471272e+23,3.027322531090317e+25,66501.16599178579,4843.716049744508
2,K_long,Z,162.30088656590112,194.85419190666587,32.55330534076473,0.09042584816879091,15.789274872247002,0.7649959817301074,1.2032180447431181e+23,2.204916030072395e+25,6155663516905793.0,5.820978319391123
2,pi_plus,rho_770,231.16882831841625,261.1477879294484,29.978959611032135,0.0832748878084226,14.943771874719356,-0.08265966936381419,3.374797015335964e+22,1.8745703398187536e+23,878560907002411.5,0.8266855198600702
2,B_plus,Lambda,333.83841730491525,1.6970957908969808,27.858678485981695,0.07738521801661581,12.320353652430827,13.84879890259473,1.2765556584555537e+24,2.6977094915770273e+23,2090998168550.197,70599057394570.8
2,K_short,neutron,105.324323535433,132.10335990766396,26.779036372230955,0.07438621214508599,13.032361426487812,26.300073716822478,1.2032180447431181e+23,2.2718590824858967e+23,10773614372629.879,1.9956010180556114e+26
2,Xi_minus,W,206.67404871574888,222.64092385038006,15.966875134631184,0.04435243092953107,13.719169493736818,0.7882310922760309,3.195880561156057e+23,1.9433186099497117e+25,52380482397347.77,6.140886807441088
2,omega_782,Omega_minus,314.80623188303497,329.86449606971604,15.05826418668104,0.04182851162966955,1.1663292053773442,13.521150664275083,1.892463460210182e+23,4.043966107924921e+23,14.666591816628907,33200961746063.605
2,phi_1020,K_short,92.09185979277876,105.324323535433,13.232463742654236,0.0367568437295951,1.582156678747984,13.032361426487812,2.4650457307251326e+23,1.2032180447431181e+23,38.208208826239556,10773614372629.879
2,K_plus,D0,141.256764555757,154.3751222668655,13.118357711108507,0.03643988253085696,15.169617903259415,11.267197457307917,1.193705675064756e+23,4.509163058209639e+23,1477807625730168.0,185010960278.34146
2,Z,Xi_minus,194.85419190666587,206.67404871574888,11.81985680908303,0.03283293558078619,0.7649959817301074,13.719169493736818,2.204916030072395e+25,3.195880561156057e+23,5.820978319391123,52380482397347.77
2,Delta_1232,D_plus,265.79117311169284,275.2679022919142,9.47672918022136,0.02632424772283711,0.22225309913704822,11.669317322546195,2.978962746248619e+23,4.5208177663564874e+23,1.6682191378992266,467000475264.6251
2,B0,Bs0,294.0117754425333,302.17813003765514,8.166354595121867,0.022684318319782966,12.287050836244319,12.293879496489762,1.2766306161220584e+24,1.297717900302281e+24,1936648644657.1626,1967340336858.258
