metric,minimum_ratio,maximum_ratio,geometric_mean_ratio,multiplicative_spread,log10_ratio_std,shared_scale
mass_mev,1.8881524362202604,228.52470147591913,18.346081411355005,121.03085380827845,0.8705898415183994,False
compton_frequency_hz,1.8881524362202606,228.52470147591913,18.346081411355005,121.03085380827844,0.8705898415183994,False
lifetime_s,159.76800976800976,1.9378787878787882e+17,22388871664.402077,1212932921110223.5,6.290120197009373,False
compton_cycles,13.729369209265174,1062751053328141.1,1573633932.830381,77407128989651.66,6.453990933625018,False
