base,name,family,x,y,z
27.948117154811715,Higgs,boson,-0.13639205611961172,-0.042346243410476464,3.685178675832777
27.948117154811715,top,quark,0.010790515926034437,-0.045026899328992745,1.1389084362748172
28.152301255230125,muon,lepton,-0.6002215735036665,-0.21624439255729447,16.74918461424223
28.152301255230125,tau,lepton,-0.23824729450955512,-0.3503833626262705,11.09597171977255
28.152301255230125,neutron,baryon,0.617540907369921,0.7865387642861188,26.300073716822478
28.152301255230125,Lambda,baryon,-0.49783905878953305,-0.17605488924731857,13.84879890259473
28.152301255230125,Sigma_plus,baryon,0.09914025304441831,0.49989643406408213,13.362837396118582
28.152301255230125,Xi_minus,baryon,-0.5103015002115274,0.11518025391190942,13.719169493736818
28.152301255230125,Omega_minus,baryon,-0.24287811570388299,0.45484910049653693,13.521150664275083
28.152301255230125,Delta_1232,baryon,0.006596133789287128,0.00949009248230321,0.22225309913704822
28.152301255230125,pi0,meson,-0.23128416726092205,0.08730844560759755,6.439541066697468
28.152301255230125,pi_plus,meson,-0.20802178054713893,0.5302079158081998,14.943771874719356
28.152301255230125,K_plus,meson,-0.5644405856508955,0.12499926179064792,15.169617903259415
28.152301255230125,K_short,meson,0.496284851005686,-0.02856482546350623,13.032361426487812
28.152301255230125,K_long,meson,0.47023357120200615,-0.37524218100661855,15.789274872247002
28.152301255230125,eta,meson,-0.08669961770426006,0.16448470306511395,4.82282926003031
28.152301255230125,rho_770,meson,0.0,-0.0,-0.08265966936381419
28.152301255230125,omega_782,meson,0.015933968258897212,-0.04457906357817937,1.1663292053773442
28.152301255230125,phi_1020,meson,0.0529563450435891,0.03431545741208814,1.582156678747984
28.152301255230125,D0,meson,0.06218579280080767,-0.42568196759784144,11.267197457307917
28.152301255230125,D_plus,meson,0.4232025596483764,0.1389897509513581,11.669317322546195
28.152301255230125,Ds_plus,meson,0.2536207233995319,-0.35265516320698503,11.377567751184174
28.152301255230125,J_psi,meson,-0.13078989302379462,-0.06096718444790883,3.7244148040524654
28.152301255230125,B_plus,meson,-0.470117417117299,0.0010484711087594596,12.320353652430827
28.152301255230125,B0,meson,-0.463827941733266,0.06848256346755041,12.287050836244319
28.152301255230125,Bs0,meson,-0.4659086169677845,0.054755432830826685,12.293879496489762
28.152301255230125,Upsilon_1S,meson,0.15673234432180946,0.06993777162452912,4.445367569337434
28.152301255230125,W,boson,-0.03176827800752308,-0.00896819023179307,0.7882310922760309
28.152301255230125,Z,boson,-0.031641678155816144,-0.0055757116233398326,0.7649959817301074
28.152301255230125,Higgs,boson,-0.13778715404256373,-0.03755925297933187,3.685178675832777
28.152301255230125,top,quark,0.010304031488011504,-0.045140711472320835,1.1389084362748172
28.356485355648534,muon,lepton,-0.6266335963938443,-0.1198244986728804,16.74918461424223
28.356485355648534,tau,lepton,-0.27330709832909345,-0.32378002432106046,11.09597171977255
28.356485355648534,neutron,baryon,0.7906796435016863,0.6122301049050481,26.300073716822478
28.356485355648534,Lambda,baryon,-0.516427604022212,-0.11018884829333328,13.84879890259473
28.356485355648534,Sigma_plus,baryon,0.16076173918891865,0.48361234245690066,13.362837396118582
28.356485355648534,Xi_minus,baryon,-0.4913372671797823,0.17961570613298444,13.719169493736818
28.356485355648534,Omega_minus,baryon,-0.18349039636435496,0.4818804392714332,13.521150664275083
28.356485355648534,Delta_1232,baryon,0.006615872628294285,0.009476342419680164,0.22225309913704822
28.356485355648534,pi0,meson,-0.22560152097591968,0.10108948725433649,6.439541066697468
28.356485355648534,pi_plus,meson,-0.13202639741643937,0.5540419889799992,14.943771874719356
28.356485355648534,K_plus,meson,-0.5410555473612332,0.2036587460625474,15.169617903259415
28.356485355648534,K_short,meson,0.4891152885803137,-0.08877407880959926,13.032361426487812
28.356485355648534,K_long,meson,0.4098169000209448,-0.4404275358662524,15.789274872247002
28.356485355648534,eta,meson,-0.07918446708731251,0.1682315708319395,4.82282926003031
28.356485355648534,rho_770,meson,0.0,-0.0,-0.08265966936381419
28.356485355648534,omega_782,meson,0.015446093513197492,-0.04475044635715336,1.1663292053773442
28.356485355648534,phi_1020,meson,0.053458973713636455,0.033527052170765397,1.582156678747984
28.356485355648534,D0,meson,0.017005360302444004,-0.42986396462743737,11.267197457307917
28.356485355648534,D_plus,meson,0.43583721784054247,0.09200259185193452,11.669317322546195
28.356485355648534,Ds_plus,meson,0.21467678271320795,-0.37762814306954556,11.377567751184174
28.356485355648534,J_psi,meson,-0.1328364425325229,-0.05636908046069865,3.7244148040524654
28.356485355648534,B_plus,meson,-0.46687079855322317,0.05516468641243334,12.320353652430827
28.356485355648534,B0,meson,-0.4528975109073291,0.12128505944901391,12.287050836244319
28.356485355648534,Bs0,meson,-0.45653363516116585,0.10791680478895073,12.293879496489762
28.356485355648534,Upsilon_1S,meson,0.1595073359139754,0.06335400102630652,4.445367569337434
28.356485355648534,W,boson,-0.03183361462055789,-0.008733435966829227,0.7882310922760309
28.356485355648534,Z,boson,-0.03168081214061219,-0.005348878268771725,0.7649959817301074
28.356485355648534,Higgs,boson,-0.1390011086897398,-0.03278245089278382,3.685178675832777
28.356485355648534,top,quark,0.009821977965891581,-0.045248045769632865,1.1389084362748172
28.560669456066943,muon,lepton,-0.6376211477966657,-0.02160663079133515,16.74918461424223
28.560669456066943,tau,lepton,-0.30506887132022825,-0.2940463533149447,11.09597171977255
28.560669456066943,neutron,baryon,0.9149590450046686,0.40354670852844865,26.300073716822478
28.560669456066943,Lambda,baryon,-0.526277727878821,-0.04325281057965333,13.84879890259473
28.560669456066943,Sigma_plus,baryon,0.21921026466640794,0.46007835683563714,13.362837396118582
28.560669456066943,Xi_minus,baryon,-0.4646271210180212,0.24040746748770614,13.719169493736818
28.560669456066943,Omega_minus,baryon,-0.12189031972042562,0.5010191945113779,13.521150664275083
28.560669456066943,Delta_1232,baryon,0.006635357475349545,0.009462709308816696,0.22225309913704822
28.560669456066943,pi0,meson,-0.21917755442139927,0.11435178327357881,6.439541066697468
28.560669456066943,pi_plus,meson,-0.05435712156180533,0.5669557288741267,14.943771874719356
28.560669456066943,K_plus,meson,-0.5072202662038633,0.2773906842888109,15.169617903259415
28.560669456066943,K_short,meson,0.4748744165082351,-0.14699962971878452,13.032361426487812
28.560669456066943,K_long,meson,0.3412942665361165,-0.49542358595606883,15.789274872247002
28.560669456066943,eta,meson,-0.07159648283138731,0.17159832428860838,4.82282926003031
28.560669456066943,rho_770,meson,0.0,-0.0,-0.08265966936381419
28.560669456066943,omega_782,meson,0.014961988656053386,-0.044914620664534534,1.1663292053773442
28.560669456066943,phi_1020,meson,0.05394431643685189,0.03274043099803802,1.582156678747984
28.560669456066943,D0,meson,-0.027846019937079938,-0.4292980427836801,11.267197457307917
28.560669456066943,D_plus,meson,0.44321643619050255,0.044471879351431806,11.669317322546195
28.560669456066943,Ds_plus,meson,0.17378321100963043,-0.3981061806169673,11.377567751184174
28.560669456066943,J_psi,meson,-0.13470075606213822,-0.05175615917907076,3.7244148040524654
28.560669456066943,B_plus,meson,-0.45755841852706985,0.10794340555917804,12.320353652430827
28.560669456066943,B0,meson,-0.4362034239611099,0.17190926082154298,12.287050836244319
28.560669456066943,Bs0,meson,-0.44132341335207254,0.15906804083976364,12.293879496489762
28.560669456066943,Upsilon_1S,meson,0.16197890293053674,0.056737594783659924,4.445367569337434
28.560669456066943,W,boson,-0.03189649871697498,-0.008500899552101364,0.7882310922760309
28.560669456066943,Z,boson,-0.03171790011916602,-0.0051243700738244575,0.7649959817301074
28.560669456066943,Higgs,boson,-0.140038460631227,-0.028021899427963962,3.685178675832777
28.560669456066943,top,quark,0.009344340807979594,-0.04534909251570066,1.1389084362748172
28.764853556485352,muon,lepton,-0.6334424160192248,0.07601499983172928,16.74918461424223
28.764853556485352,tau,lepton,-0.3333093214729757,-0.2616011665983923,11.09597171977255
28.764853556485352,neutron,baryon,0.9847847427824554,0.17377862464323127,26.300073716822478
28.764853556485352,Lambda,baryon,-0.5275233472551428,0.023625634066913176,13.84879890259473
28.764853556485352,Sigma_plus,baryon,0.27370463945446416,0.4298965048762298,13.362837396118582
28.764853556485352,Xi_minus,baryon,-0.43085970325332984,0.2967052883279972,13.719169493736818
28.764853556485352,Omega_minus,baryon,-0.059110551284278175,0.5122337611259592,13.521150664275083
28.764853556485352,Delta_1232,baryon,0.006654593553135248,0.009449191549091067,0.22225309913704822
28.764853556485352,pi0,meson,-0.21206082859938202,0.12706429739992467,6.439541066697468
28.764853556485352,pi_plus,meson,0.02345736686692979,0.5690722687913614,14.943771874719356
28.764853556485352,K_plus,meson,-0.46394749764377236,0.3449213092985335,15.169617903259415
28.764853556485352,K_short,meson,0.45400661511170803,-0.20246628367781616,13.032361426487812
28.764853556485352,K_long,meson,0.26638711448094465,-0.5394109853632129,15.789274872247002
28.764853556485352,eta,meson,-0.06395427212758627,0.17459064215791806,4.82282926003031
28.764853556485352,rho_770,meson,0.0,-0.0,-0.08265966936381419
28.764853556485352,omega_782,meson,0.014481663269845806,-0.04507178366696509,1.1663292053773442
28.764853556485352,phi_1020,meson,0.054412773337437485,0.03195583194825556,1.582156678747984
28.764853556485352,D0,meson,-0.07189255789869829,-0.4241505280947048,11.267197457307917
28.764853556485352,D_plus,meson,0.4454316661103425,-0.0030312025043709658,11.669317322546195
28.764853556485352,Ds_plus,meson,0.13145830480369866,-0.4140143108304168,11.377567751184174
28.764853556485352,J_psi,meson,-0.1363864989252929,-0.04713508892090966,3.7244148040524654
28.764853556485352,B_plus,meson,-0.44250539504368247,0.15874652917761983,12.320353652430827
28.764853556485352,B0,meson,-0.4141550164761649,0.21977680350581283,12.287050836244319
28.764853556485352,Bs0,meson,-0.42067080955526653,0.2076175974657294,12.293879496489762
28.764853556485352,Upsilon_1S,meson,0.16415276669374743,0.05010178483051432,4.445367569337434
28.764853556485352,W,boson,-0.03195699930602462,-0.008270557354353164,0.7882310922760309
28.764853556485352,Z,boson,-0.031753003168138734,-0.00490215732377806,0.7649959817301074
28.764853556485352,Higgs,boson,-0.1409038159299791,-0.023283297873909585,3.685178675832777
28.764853556485352,top,quark,0.008871103373379138,-0.04544403615516641,1.1389084362748172
28.969037656903765,muon,lepton,-0.6147011058284347,0.1707926377364961,16.74918461424223
28.969037656903765,tau,lepton,-0.35785550125882565,-0.22686937731921838,11.09597171977255
28.969037656903765,neutron,baryon,0.997994165130437,-0.0633059741699156,26.300073716822478
28.969037656903765,Lambda,baryon,-0.5204323931264303,0.08938219436235856,13.84879890259473
28.969037656903765,Sigma_plus,baryon,0.32356756491612093,0.3937375591659352,13.362837396118582
28.969037656903765,Xi_minus,baryon,-0.3907994926027161,0.34777847631906006,13.719169493736818
28.969037656903765,Omega_minus,baryon,0.0038548292664362807,0.5156186804235318,13.521150664275083
28.969037656903765,Delta_1232,baryon,0.006673585938512396,0.009435787567030791,0.22225309913704822
28.969037656903765,pi0,meson,-0.2043000422228145,0.1391999405450634,6.439541066697468
28.969037656903765,pi_plus,meson,0.09997014052578036,0.5607133547285393,14.943771874719356
28.969037656903765,K_plus,meson,-0.4123788302569848,0.40516871860252696,15.169617903259415
28.969037656903765,K_short,meson,0.42702865438591964,-0.25448208370108755,13.032361426487812
28.969037656903765,K_long,meson,0.1868568222205799,-0.5718486109816328,15.789274872247002
28.969037656903765,eta,meson,-0.05627555823493471,0.17721484925883052,4.82282926003031
28.969037656903765,rho_770,meson,0.0,-0.0,-0.08265966936381419
28.969037656903765,omega_782,meson,0.014005124018617605,-0.04522212683196184,1.1663292053773442
28.969037656903765,phi_1020,meson,0.05486473644999385,0.031173478985336477,1.582156678747984
28.969037656903765,D0,meson,-0.11469371425660342,-0.4146294276510765,11.267197457307917
28.969037656903765,D_plus,meson,0.4426305656641799,-0.049967386386184594,11.669317322546195
28.969037656903765,Ds_plus,meson,0.0882078863874483,-0.4253334036415505,11.377567751184174
28.969037656903765,J_psi,meson,-0.13789745311655394,-0.042512187907102476,3.7244148040524654
28.969037656903765,B_plus,meson,-0.42209434376445304,0.20699722251943906,12.320353652430827
28.969037656903765,B0,meson,-0.3872090239597186,0.2643773681610571,12.287050836244319
28.969037656903765,Bs0,meson,-0.3950182200006078,0.2530407134373367,12.293879496489762
28.969037656903765,Upsilon_1S,meson,0.1660350097659804,0.04345912088878272,4.445367569337434
28.969037656903765,W,boson,-0.03201518319663001,-0.008042385745730126,0.7882310922760309
28.969037656903765,Z,boson,-0.03178618034267785,-0.004682210572545806,0.7649959817301074
28.969037656903765,Higgs,boson,-0.14160183008618044,-0.018571995578265867,3.685178675832777
28.969037656903765,top,quark,0.008402247093871665,-0.0455330554751905,1.1389084362748172
29.173221757322175,muon,lepton,-0.5823056607891098,0.26066778094856424,16.74918461424223
29.173221757322175,tau,lepton,-0.37858294539240744,-0.19027671324790305,11.09597171977255
29.173221757322175,neutron,baryon,0.9557190792251001,-0.29428054914507484,26.300073716822478
29.173221757322175,Lambda,baryon,-0.5053920981684551,0.15302901552718812,13.84879890259473
29.173221757322175,Sigma_plus,baryon,0.3682284374773648,0.3523252082901178,13.362837396118582
29.173221757322175,Xi_minus,baryon,-0.34526836166623315,0.3930189186816109,13.719169493736818
29.173221757322175,Omega_minus,baryon,0.06606344469375704,0.5113835200566914,13.521150664275083
29.173221757322175,Delta_1232,baryon,0.006692339567632074,0.00942249581588389,0.22225309913704822
29.173221757322175,pi0,meson,-0.19594379119038005,0.1507354019264676,6.439541066697468
29.173221757322175,pi_plus,meson,0.17383787898757874,0.5423779927290349,14.943771874719356
29.173221757322175,K_plus,meson,-0.353752110740111,0.45724985984147554,15.169617903259415
29.173221757322175,K_short,meson,0.39451638520420257,-0.3024424315417824,13.032361426487812
29.173221757322175,K_long,meson,0.10446381246053095,-0.5924640223492116,15.789274872247002
