peak_rank,base,top_k,selected_gaps,midpoint_angles_deg,area,perimeter,symmetry_score,compactness
15,3.074294858971794,3,"[""D_plus -> D0"", ""Delta_1232 -> Higgs"", ""tau -> rho_770""]","[4.603981136418987, 182.017798949963, 284.40672971242105]",1.0036177733332823,4.846256106194395,0.02546091996188977,0.5369891185589435
15,3.074294858971794,4,"[""D_plus -> D0"", ""Delta_1232 -> Higgs"", ""tau -> rho_770"", ""B_plus -> Ds_plus""]","[4.603981136418987, 105.5972183657694, 182.017798949963, 284.40672971242105]",1.9579042884507707,5.6270385665189515,0.07879547565225548,0.7770367123090438
15,3.074294858971794,5,"[""D_plus -> D0"", ""Delta_1232 -> Higgs"", ""tau -> rho_770"", ""B_plus -> Ds_plus"", ""electron -> K_short""]","[4.603981136418987, 105.5972183657694, 182.017798949963, 247.54992318462885, 284.40672971242105]",2.2245528321744903,5.783142918860932,0.05667511677255615,0.8358430549003512
15,3.074294858971794,6,"[""D_plus -> D0"", ""Delta_1232 -> Higgs"", ""tau -> rho_770"", ""B_plus -> Ds_plus"", ""electron -> K_short"", ""Xi_minus -> B0""]","[4.603981136418987, 57.46318271591108, 105.5972183657694, 182.017798949963, 247.54992318462885, 284.40672971242105]",2.504659149290199,5.9457744217570685,0.06644524711969332,0.8903107962160245
16,5.963832766553311,3,"[""proton -> eta"", ""K_long -> Omega_minus"", ""neutron -> Z""]","[60.493918350354384, 142.97023190046005, 341.8215741746624]",0.8243984649912499,4.559117134153404,0.018668014217873136,0.49840861184814506
16,5.963832766553311,4,"[""proton -> eta"", ""K_long -> Omega_minus"", ""neutron -> Z"", ""muon -> Ds_plus""]","[60.493918350354384, 142.97023190046005, 228.23886243503213, 341.8215741746624]",1.9424933221744316,5.614116166586341,0.07817779523746866,0.7744735834513186
16,5.963832766553311,5,"[""proton -> eta"", ""K_long -> Omega_minus"", ""neutron -> Z"", ""muon -> Ds_plus"", ""D_plus -> proton""]","[29.568577956408113, 60.493918350354384, 142.97023190046005, 228.23886243503213, 341.8215741746624]",2.0792851735846423,5.689036003481142,0.03685812180323137,0.8073215704782278
16,5.963832766553311,6,"[""proton -> eta"", ""K_long -> Omega_minus"", ""neutron -> Z"", ""muon -> Ds_plus"", ""D_plus -> proton"", ""tau -> K_long""]","[29.568577956408113, 60.493918350354384, 120.08450559379926, 142.97023190046005, 228.23886243503213, 341.8215741746624]",2.209252252533095,5.761241833932388,0.036651811890267935,0.8364172083759758
17,18.05889177835567,3,"[""K_short -> Upsilon_1S"", ""Sigma_plus -> Omega_minus"", ""Delta_1232 -> phi_1020""]","[78.45154883846006, 163.39262428764533, 250.68205588393516]",0.9298988379123878,4.726195711650847,0.021654554350278608,0.5231451042483793
17,18.05889177835567,4,"[""K_short -> Upsilon_1S"", ""Sigma_plus -> Omega_minus"", ""Delta_1232 -> phi_1020"", ""D0 -> Lambda""]","[78.45154883846006, 163.39262428764533, 250.68205588393516, 357.4467880829423]",1.9700921344957674,5.635018162916046,0.10658292262256858,0.779660910434485
17,18.05889177835567,5,"[""K_short -> Upsilon_1S"", ""Sigma_plus -> Omega_minus"", ""Delta_1232 -> phi_1020"", ""D0 -> Lambda"", ""K_plus -> pi0""]","[35.15093152953469, 78.45154883846006, 163.39262428764533, 250.68205588393516, 357.4467880829423]",2.124946692412839,5.7201922868377855,0.038170713304335566,0.8160873528340207
17,18.05889177835567,6,"[""K_short -> Upsilon_1S"", ""Sigma_plus -> Omega_minus"", ""Delta_1232 -> phi_1020"", ""D0 -> Lambda"", ""K_plus -> pi0"", ""pi0 -> Delta_1232""]","[35.15093152953469, 54.190695098665735, 78.45154883846006, 163.39262428764533, 250.68205588393516, 357.4467880829423]",2.1505915125937682,5.733365929470935,0.029413137536831595,0.8221450927758365
18,34.73230646129226,3,"[""Omega_minus -> K_plus"", ""K_long -> D0"", ""W -> D_plus""]","[100.93901130787378, 195.38377250512409, 291.8696940569479]",1.0901067118259373,4.950849526776397,0.029662255326821433,0.5588811011328122
18,34.73230646129226,4,"[""Omega_minus -> K_plus"", ""K_long -> D0"", ""W -> D_plus"", ""neutron -> eta""]","[36.00978599201764, 100.93901130787378, 195.38377250512409, 291.8696940569479]",1.9330392608846982,5.611024411904761,0.07388041248673453,0.7715538140481414
18,34.73230646129226,5,"[""Omega_minus -> K_plus"", ""K_long -> D0"", ""W -> D_plus"", ""neutron -> eta"", ""electron -> Sigma_plus""]","[36.00978599201764, 100.93901130787378, 195.38377250512409, 231.4468881437565, 291.8696940569479]",2.165423218832476,5.744538733825343,0.043794454444949074,0.8245980985219579
18,34.73230646129226,6,"[""Omega_minus -> K_plus"", ""K_long -> D0"", ""W -> D_plus"", ""neutron -> eta"", ""electron -> Sigma_plus"", ""tau -> K_long""]","[36.00978599201764, 80.93514284626747, 100.93901130787378, 195.38377250512409, 231.4468881437565, 291.8696940569479]",2.2366649773321585,5.782507470306213,0.03658194899009496,0.8405787300593527
19,2.7131026205241047,3,"[""Upsilon_1S -> B0"", ""Delta_1232 -> J_psi"", ""omega_782 -> Z""]","[108.25840665275933, 198.88254356915417, 261.9968268796707]",0.7246905075523553,4.416300592302004,0.01709176161001563,0.4669229120157237
19,2.7131026205241047,4,"[""Upsilon_1S -> B0"", ""Delta_1232 -> J_psi"", ""omega_782 -> Z"", ""K_plus -> K_short""]","[11.076977180726702, 108.25840665275933, 198.88254356915417, 261.9968268796707]",1.9145342241943142,5.597643290193073,0.0692383720819414,0.7678255491375509
19,2.7131026205241047,5,"[""Upsilon_1S -> B0"", ""Delta_1232 -> J_psi"", ""omega_782 -> Z"", ""K_plus -> K_short"", ""pi0 -> D_plus""]","[11.076977180726702, 108.25840665275933, 198.88254356915417, 261.9968268796707, 319.83511815439516]",2.2551754367632686,5.800580406201558,0.053989189529161916,0.842262168444592
19,2.7131026205241047,6,"[""Upsilon_1S -> B0"", ""Delta_1232 -> J_psi"", ""omega_782 -> Z"", ""K_plus -> K_short"", ""pi0 -> D_plus"", ""Bs0 -> B_plus""]","[11.076977180726702, 108.25840665275933, 141.23928859238168, 198.88254356915417, 261.9968268796707, 319.83511815439516]",2.449750785049118,5.91056476105355,0.06929092529478308,0.8811986216466849
20,3.679535907181436,3,"[""Ds_plus -> Xi_minus"", ""D0 -> top"", ""D_plus -> electron""]","[64.21391150567779, 238.75808184058948, 346.84784306780466]",1.0107184962402855,4.866711018735302,0.026764603544601005,0.5362520426761996
20,3.679535907181436,4,"[""Ds_plus -> Xi_minus"", ""D0 -> top"", ""D_plus -> electron"", ""pi_plus -> Lambda""]","[64.21391150567779, 159.997250031644, 238.75808184058948, 346.84784306780466]",1.951045417761482,5.62166681565842,0.07730036288961,0.7757951115754628
20,3.679535907181436,5,"[""Ds_plus -> Xi_minus"", ""D0 -> top"", ""D_plus -> electron"", ""pi_plus -> Lambda"", ""eta -> J_psi""]","[64.21391150567779, 159.997250031644, 199.19908534305043, 238.75808184058948, 346.84784306780466]",2.095097613984991,5.70046988988116,0.0369062695448059,0.8102010732977687
20,3.679535907181436,6,"[""Ds_plus -> Xi_minus"", ""D0 -> top"", ""D_plus -> electron"", ""pi_plus -> Lambda"", ""eta -> J_psi"", ""proton -> Z""]","[64.21391150567779, 117.10676918586934, 159.997250031644, 199.19908534305043, 238.75808184058948, 346.84784306780466]",2.3366965286362276,5.838658557326808,0.043823879057154506,0.8613626183110868
