name,family,dominant_interaction,mass_mev,compton_frequency_hz,lifetime_s,compton_cycles,log10_N,base,log_base_N,phase_fraction,theta_rad,theta_deg,complex_x,complex_y
pi0,meson,electromagnetic,134.9768,3.2637245033104756e+22,8.43e-17,2751319.756290731,6.439541066697468,10,6.439541066697468,0.4395410666974682,2.7617179721755747,158.23478401108855,-0.9287111115128308,0.3708040875618854
pi_plus,meson,weak,139.57039,3.374797015335964e+22,2.6033e-08,878560907002411.5,14.943771874719356,10,14.943771874719356,0.9437718747193564,5.929893576565993,339.7578748989683,0.9382388983982022,-0.3459881060564481
K_plus,meson,weak,493.677,1.193705675064756e+23,1.238e-08,1477807625730168.0,15.169617903259415,10,15.169617903259413,0.16961790325941273,1.0657407175941505,61.06244517338858,0.4838561073289124,0.8751475689279563
K_short,meson,weak,497.611,1.2032180447431181e+23,8.954e-11,10773614372629.879,13.032361426487812,10,13.03236142648781,0.03236142648781026,0.20333283942758174,11.650113535611695,0.9793990028924574,0.20193462588981656
K_long,meson,weak,497.611,1.2032180447431181e+23,5.116e-08,6155663516905793.0,15.789274872247002,10,15.789274872247,0.7892748722470007,4.959160280628399,284.1389540089202,0.24427434785945706,-0.969706163215351
eta,meson,electromagnetic,547.862,1.3247244221471272e+23,5.02e-19,66501.16599178579,4.82282926003031,10,4.82282926003031,0.8228292600303098,5.169988716939893,296.2185336109115,0.4417960681256314,-0.8971155077183386
rho_770,meson,strong,775.26,1.8745703398187536e+23,4.41e-24,0.8266855198600702,-0.08265966936381419,10,-0.08265966936381419,0.9173403306361858,5.763819287136546,330.2425190290269,0.8681340173034223,-0.4963298580587523
omega_782,meson,strong,782.66,1.892463460210182e+23,7.749999999999999e-23,14.666591816628907,1.1663292053773442,10,1.1663292053773442,0.1663292053773442,1.0450772193817848,59.878513935843905,0.5018351358888379,0.8649632919306065
phi_1020,meson,strong,1019.461,2.4650457307251326e+23,1.55e-22,38.208208826239556,1.582156678747984,10,1.582156678747984,0.5821566787479839,3.657798290385799,209.5764043492742,-0.8696982717933062,-0.4935837477467594
D0,meson,weak,1864.84,4.509163058209639e+23,4.103e-13,185010960278.34146,11.267197457307917,10,11.267197457307915,0.26719745730791544,1.678851137872839,96.19108463084956,-0.10784466197838848,0.9941677569116628
D_plus,meson,weak,1869.66,4.5208177663564874e+23,1.033e-12,467000475264.6251,11.669317322546195,10,11.669317322546194,0.6693173225461937,4.205444766863025,240.95423611662974,-0.4855080509114021,-0.8742321959869765
Ds_plus,meson,weak,1968.35,4.759449124657848e+23,5.012e-13,238543590127.85135,11.377567751184174,10,11.377567751184172,0.37756775118417174,2.3723281467052257,135.92439042630184,-0.7184224780632787,0.6956070320327546
J_psi,meson,mixed,3096.9,7.488270883812783e+23,7.080000000000001e-21,5301.695785739452,3.7244148040524654,10,3.724414804052465,0.724414804052465,4.551632453125826,260.7893294588874,-0.16006502530200015,-0.9871064723093806
B_plus,meson,weak,5279.41,1.2765556584555537e+24,1.638e-12,2090998168550.197,12.320353652430827,10,12.320353652430827,0.3203536524308266,2.0128413620546857,115.32731487509757,-0.42778882215381325,0.9038787106909052
B0,meson,weak,5279.72,1.2766306161220584e+24,1.517e-12,1936648644657.1626,12.287050836244319,10,12.287050836244317,0.28705083624431715,1.803593596703907,103.33830104795418,-0.23070023576200008,0.973024871840056
Bs0,meson,weak,5366.93,1.297717900302281e+24,1.516e-12,1967340336858.258,12.293879496489762,10,12.293879496489762,0.29387949648976175,1.8464993344258058,105.79661873631423,-0.2722234620565699,0.9622340602503817
Upsilon_1S,meson,mixed,9460.4,2.2875145425820157e+24,1.2190000000000001e-20,27884.802274074773,4.445367569337434,10,4.445367569337434,0.44536756933743415,2.798326967955252,160.3323249614763,-0.9416605763633646,0.33656404876786217
W,boson,weak,80369.2,1.9433186099497117e+25,3.16e-25,6.140886807441088,0.7882310922760309,10,0.7882310922760308,0.7882310922760308,4.952602017650873,283.7631932193711,0.23790955221821986,-0.9712873132926869
Z,boson,weak,91188.0,2.204916030072395e+25,2.64e-25,5.820978319391123,0.7649959817301074,10,0.7649959817301073,0.7649959817301073,4.8066115124580335,275.39855342283863,0.0940831778036239,-0.9955643402886484
Higgs,boson,mixed,125200.0,3.027322531090317e+25,1.6000000000000002e-22,4843.716049744508,3.685178675832777,10,3.6851786758327765,0.6851786758327765,4.305104588785266,246.66432329979955,-0.396117320257614,-0.9181999066608136
top,quark,weak,172560.0,4.172482236141734e+25,3.3e-25,13.769191379267722,1.1389084362748172,10,1.1389084362748172,0.1389084362748172,0.8727874458452233,50.00703705893419,0.642693519376532,0.766123384417554
