variant,tau_stable_s,base,base_value,name,family,dominant_interaction,lifetime_handling,lifetime_s,compton_frequency_hz,compton_cycles,log10_N,theta_rad,theta_deg,x,y
finite_lifetime_only,,2,2.0,K_short,meson,weak,finite_value,8.954e-11,1.2032180447431181e+23,10773614372629.879,13.032361426487812,1.8382562281290602,105.324323535433,-0.2642825056646823,0.9644453106317626
finite_lifetime_only,,2,2.0,K_long,meson,weak,finite_value,5.116e-08,1.2032180447431181e+23,6155663516905793.0,15.789274872247002,2.8326848494808075,162.30088656590112,-0.952666185593286,0.30401831988736944
finite_lifetime_only,,2,2.0,eta,meson,electromagnetic,finite_value,5.02e-19,1.3247244221471272e+23,66501.16599178579,4.82282926003031,0.13252504339332627,7.593125666225689,0.9912314012068884,0.13213746350459712
finite_lifetime_only,,2,2.0,rho_770,meson,strong,finite_value,4.41e-24,1.8745703398187536e+23,0.8266855198600702,-0.08265966936381419,4.557888733668779,261.1477879294484,-0.15388631802600125,-0.9880885593530574
finite_lifetime_only,,2,2.0,omega_782,meson,strong,finite_value,7.749999999999999e-23,1.892463460210182e+23,14.666591816628907,1.1663292053773442,5.494405252155709,314.80623188303497,0.7047113835888696,-0.7094940914766388
finite_lifetime_only,,2,2.0,phi_1020,meson,strong,finite_value,1.55e-22,2.4650457307251326e+23,38.208208826239556,1.582156678747984,1.6073061676689722,92.09185979277876,-0.03650173033679582,0.9993335897899259
finite_lifetime_only,,2,2.0,D0,meson,weak,finite_value,4.103e-13,4.509163058209639e+23,185010960278.34146,11.267197457307917,2.6943541667256152,154.3751222668655,-0.9016448304798174,0.4324772822577174
finite_lifetime_only,,2,2.0,D_plus,meson,weak,finite_value,1.033e-12,4.5208177663564874e+23,467000475264.6251,11.669317322546195,4.804331220051948,275.2679022919142,0.09181275736246218,-0.9957762889251288
finite_lifetime_only,,2,2.0,Ds_plus,meson,weak,finite_value,5.012e-13,4.759449124657848e+23,238543590127.85135,11.377567751184174,4.998034925524325,286.36630709152655,0.2817772813766293,-0.9594798401738287
finite_lifetime_only,,2,2.0,J_psi,meson,mixed,finite_value,7.080000000000001e-21,7.488270883812783e+23,5301.695785739452,3.7244148040524654,2.338841429394785,134.0057428546659,-0.6947304676366362,0.7192701699204416
finite_lifetime_only,,2,2.0,B_plus,meson,weak,finite_value,1.638e-12,1.2765556584555537e+24,2090998168550.197,12.320353652430827,5.826579551617586,333.83841730491525,0.8975542013663926,-0.440904134262242
finite_lifetime_only,,2,2.0,B0,meson,weak,finite_value,1.517e-12,1.2766306161220584e+24,1936648644657.1626,12.287050836244319,5.131473521106414,294.0117754425333,0.4069243865690151,-0.913461845736006
finite_lifetime_only,,2,2.0,Bs0,meson,weak,finite_value,1.516e-12,1.297717900302281e+24,1967340336858.258,12.293879496489762,5.274003296676659,302.17813003765514,0.5325532429159837,-0.8463965048720778
finite_lifetime_only,,2,2.0,Upsilon_1S,meson,mixed,finite_value,1.2190000000000001e-20,2.2875145425820157e+24,27884.802274074773,4.445367569337434,4.820405862230719,276.18891144594073,0.1078069538814107,-0.9941718466617385
finite_lifetime_only,,2,2.0,W,boson,weak,finite_value,3.16e-25,1.9433186099497117e+25,6.140886807441088,0.7882310922760309,3.8858171708711033,222.64092385038006,-0.7356134367202509,-0.6774015586907233
finite_lifetime_only,,2,2.0,Z,boson,weak,finite_value,2.64e-25,2.204916030072395e+25,5.820978319391123,0.7649959817301074,3.4008472100842067,194.85419190666587,-0.9665813486398974,-0.2563600913977781
finite_lifetime_only,,2,2.0,Higgs,boson,mixed,finite_value,1.6000000000000002e-22,3.027322531090317e+25,4843.716049744508,3.685178675832777,1.5198935906692967,87.08348805433502,0.050880756723907274,0.9987047354424643
finite_lifetime_only,,2,2.0,top,quark,weak,finite_value,3.3e-25,4.172482236141734e+25,13.769191379267722,1.1389084362748172,4.922071012982821,282.01389550759745,0.20814890736444888,-0.9780971487347185
finite_lifetime_only,,e,2.718281828459045,muon,lepton,weak,finite_value,2.1969811e-06,2.5548081529516867e+22,5.612865226160765e+16,16.74918461424223,3.5589394935244387,203.9122125213771,-0.9141675790607754,-0.40533644962445814
finite_lifetime_only,,e,2.718281828459045,tau,lepton,weak,finite_value,2.903e-13,4.2965976239379536e+23,124730229022.9188,11.09597171977255,3.452101854697298,197.79086672343894,-0.9521781102336274,-0.30554352618230696
finite_lifetime_only,,e,2.718281828459045,neutron,baryon,weak,finite_value,878.4,2.2718590824858967e+23,1.9956010180556114e+26,26.300073716822478,3.5070081654809995,200.93676659997868,-0.933975363854234,-0.35733740318269397
finite_lifetime_only,,e,2.718281828459045,Lambda,baryon,weak,finite_value,2.617e-10,2.6977094915770273e+23,70599057394570.8,13.84879890259473,5.579706741965144,319.69364723529384,0.7625966111169079,-0.6468743376522271
finite_lifetime_only,,e,2.718281828459045,Sigma_plus,baryon,weak,finite_value,8.018e-11,2.8758838648585384e+23,23058836828435.76,13.362837396118582,4.832210507982512,276.8652678261655,0.11953501644115574,-0.9928299853672897
finite_lifetime_only,,e,2.718281828459045,Xi_minus,baryon,weak,finite_value,1.639e-10,3.195880561156057e+23,52380482397347.77,13.719169493736818,3.704284347591123,212.23985923334297,-0.8458222527658638,-0.5334648223885801
finite_lifetime_only,,e,2.718281828459045,Omega_minus,baryon,weak,finite_value,8.21e-11,4.043966107924921e+23,33200961746063.605,13.521150664275083,0.8394333037410382,48.09598548708479,0.6678847051130159,0.7442647517356306
finite_lifetime_only,,e,2.718281828459045,Delta_1232,baryon,strong,finite_value,5.5999999999999996e-24,2.978962746248619e+23,1.6682191378992266,0.22225309913704822,3.2154620082972167,184.23240226009023,-0.9972728996324879,-0.0738021927764323
finite_lifetime_only,,e,2.718281828459045,pi0,meson,electromagnetic,finite_value,8.43e-17,3.2637245033104756e+22,2751319.756290731,6.439541066697468,5.199909282256598,297.9328557242042,0.4684365243598444,-0.883497154859974
finite_lifetime_only,,e,2.718281828459045,pi_plus,meson,weak,finite_value,2.6033e-08,3.374797015335964e+22,878560907002411.5,14.943771874719356,2.571747655969097,147.35028665969168,-0.8419846092997902,0.5395015455976745
finite_lifetime_only,,e,2.718281828459045,K_plus,meson,weak,finite_value,1.238e-08,1.193705675064756e+23,1477807625730168.0,15.169617903259415,5.839190617687098,334.56097816585896,0.9030429530420054,-0.429550258946697
finite_lifetime_only,,e,2.718281828459045,K_short,meson,weak,finite_value,8.954e-11,1.2032180447431181e+23,10773614372629.879,13.032361426487812,0.05102667239661443,2.9236129709227043,0.9986984218010738,0.05100453207357644
finite_lifetime_only,,e,2.718281828459045,K_long,meson,weak,finite_value,5.116e-08,1.2032180447431181e+23,6155663516905793.0,15.789274872247002,2.237749849941983,128.21362200770892,-0.6185952144784919,0.7857098450600634
finite_lifetime_only,,e,2.718281828459045,eta,meson,electromagnetic,finite_value,5.02e-19,1.3247244221471272e+23,66501.16599178579,4.82282926003031,0.6595758709214836,37.79091367246657,0.7902522011209563,0.6127817381608918
finite_lifetime_only,,e,2.718281828459045,rho_770,meson,strong,finite_value,4.41e-24,1.8745703398187536e+23,0.8266855198600702,-0.08265966936381419,5.087300851620836,291.48086791118334,0.36619052317731743,-0.9305398974440174
finite_lifetime_only,,e,2.718281828459045,omega_782,meson,strong,finite_value,7.749999999999999e-23,1.892463460210182e+23,14.666591816628907,1.1663292053773442,4.307577436847924,246.80600705716697,-0.3938455425877323,-0.9191766362260165
finite_lifetime_only,,e,2.718281828459045,phi_1020,meson,strong,finite_value,1.55e-22,2.4650457307251326e+23,38.208208826239556,1.582156678747984,4.040404719913618,231.4981379757878,-0.6225400698634831,-0.7825879256763226
finite_lifetime_only,,e,2.718281828459045,D0,meson,weak,finite_value,4.103e-13,4.509163058209639e+23,185010960278.34146,11.267197457307917,5.929321997072681,339.72512580634526,0.9380409854398365,-0.34652432762370455
finite_lifetime_only,,e,2.718281828459045,D_plus,meson,weak,finite_value,1.033e-12,4.5208177663564874e+23,467000475264.6251,11.669317322546195,5.463833516059623,313.0546004323415,0.6826949991477964,-0.7307034543086479
finite_lifetime_only,,e,2.718281828459045,Ds_plus,meson,weak,finite_value,5.012e-13,4.759449124657848e+23,238543590127.85135,11.377567751184174,1.2429265127646305,71.21444342632657,0.3220270485885103,0.9467304684953227
finite_lifetime_only,,e,2.718281828459045,J_psi,meson,mixed,finite_value,7.080000000000001e-21,7.488270883812783e+23,5301.695785739452,3.7244148040524654,3.6177450524115486,207.28152285751653,-0.8887650949516,-0.4583629631587541
finite_lifetime_only,,e,2.718281828459045,B_plus,meson,weak,finite_value,1.638e-12,1.2765556584555537e+24,2090998168550.197,12.320353652430827,2.316375811771703,132.71855778070858,-0.6783976689955106,0.7346949045021735
finite_lifetime_only,,e,2.718281828459045,B0,meson,weak,finite_value,1.517e-12,1.2766306161220584e+24,1936648644657.1626,12.287050836244319,1.8345650265326843,105.1128332626287,-0.26072075126005884,0.9654142581619511
finite_lifetime_only,,e,2.718281828459045,Bs0,meson,weak,finite_value,1.516e-12,1.297717900302281e+24,1967340336858.258,12.293879496489762,1.9333591386150295,110.7733189256895,-0.3546716012229193,0.9349909386116908
finite_lifetime_only,,e,2.718281828459045,Upsilon_1S,meson,mixed,finite_value,1.2190000000000001e-20,2.2875145425820157e+24,27884.802274074773,4.445367569337434,1.4818081892648476,84.90135529279847,0.08887073616582478,0.9960431678664055
finite_lifetime_only,,e,2.718281828459045,W,boson,weak,finite_value,3.16e-25,1.9433186099497117e+25,6.140886807441088,0.7882310922760309,5.12060227019555,293.38889864731306,0.3969700634907195,-0.9178315579081895
finite_lifetime_only,,e,2.718281828459045,Z,boson,weak,finite_value,2.64e-25,2.204916030072395e+25,5.820978319391123,0.7649959817301074,4.784446709219846,274.1286037435526,0.07199538726906708,-0.9974049650026698
finite_lifetime_only,,e,2.718281828459045,Higgs,boson,mixed,finite_value,1.6000000000000002e-22,3.027322531090317e+25,4843.716049744508,3.685178675832777,3.0500936669733147,174.75749423715177,-0.9958168873868888,0.09137136747957961
finite_lifetime_only,,e,2.718281828459045,top,quark,weak,finite_value,3.3e-25,4.172482236141734e+25,13.769191379267722,1.1389084362748172,3.9108655726273165,224.07609155455916,-0.7184166264851088,-0.6956130754879148
finite_lifetime_only,,pi,3.141592653589793,muon,lepton,weak,finite_value,2.1969811e-06,2.5548081529516867e+22,5.612865226160765e+16,16.74918461424223,4.33799383209045,248.5487381325655,-0.3657096429984367,-0.9307289922517489
finite_lifetime_only,,pi,3.141592653589793,tau,lepton,weak,finite_value,2.903e-13,4.2965976239379536e+23,124730229022.9188,11.09597171977255,2.005394088580663,114.90061753615636,-0.42104558949895843,0.9070394762982892
finite_lifetime_only,,pi,3.141592653589793,neutron,baryon,weak,finite_value,878.4,2.2718590824858967e+23,1.9956010180556114e+26,26.300073716822478,5.665551939016082,324.61221471778146,0.815251272444264,-0.5791073844961818
finite_lifetime_only,,pi,3.141592653589793,Lambda,baryon,weak,finite_value,2.617e-10,2.6977094915770273e+23,70599057394570.8,13.84879890259473,5.380833815295473,308.29906787770693,0.6197662644978716,-0.7847864533682741
finite_lifetime_only,,pi,3.141592653589793,Sigma_plus,baryon,weak,finite_value,8.018e-11,2.8758838648585384e+23,23058836828435.76,13.362837396118582,5.52223700594947,316.4008739118647,0.7241823798714618,-0.6896084981231785
finite_lifetime_only,,pi,3.141592653589793,Xi_minus,baryon,weak,finite_value,1.639e-10,3.195880561156057e+23,52380482397347.77,13.719169493736818,3.7425238370577416,214.4308205905152,-0.8248094714238124,-0.5654107673626062
finite_lifetime_only,,pi,3.141592653589793,Omega_minus,baryon,weak,finite_value,8.21e-11,4.043966107924921e+23,33200961746063.605,13.521150664275083,1.2398801310935748,71.03989861378906,0.3249096521988067,0.945745059679431
finite_lifetime_only,,pi,3.141592653589793,Delta_1232,baryon,strong,finite_value,5.5999999999999996e-24,2.978962746248619e+23,1.6682191378992266,0.22225309913704822,2.8089264096667788,160.9396282367417,-0.9451750041590689,0.3265642532686397
finite_lifetime_only,,pi,3.141592653589793,pi0,meson,electromagnetic,finite_value,8.43e-17,3.2637245033104756e+22,2751319.756290731,6.439541066697468,5.98735446151592,343.0501410936859,0.9565602521626742,-0.2915347045936063
finite_lifetime_only,,pi,3.141592653589793,pi_plus,meson,weak,finite_value,2.6033e-08,3.374797015335964e+22,878560907002411.5,14.943771874719356,0.36999830402023737,21.19934124735792,0.932327958897148,0.3616138507561316
finite_lifetime_only,,pi,3.141592653589793,K_plus,meson,weak,finite_value,1.238e-08,1.193705675064756e+23,1477807625730168.0,15.169617903259415,3.2243336385900268,184.74070923326863,-0.9965789171167793,-0.08264660887385336
finite_lifetime_only,,pi,3.141592653589793,K_short,meson,weak,finite_value,8.954e-11,1.2032180447431181e+23,10773614372629.879,13.032361426487812,1.3455452861921957,77.0940660425353,0.22335106799908713,0.9747380675974788
finite_lifetime_only,,pi,3.141592653589793,K_long,meson,weak,finite_value,5.116e-08,1.2032180447431181e+23,6155663516905793.0,15.789274872247002,4.7726288906534595,273.4514926166473,0.060203483311296935,-0.9981861252277485
finite_lifetime_only,,pi,3.141592653589793,eta,meson,electromagnetic,finite_value,5.02e-19,1.3247244221471272e+23,66501.16599178579,4.82282926003031,4.404239215813894,252.3443190321435,-0.303296073973056,-0.9528963697656375
finite_lifetime_only,,pi,3.141592653589793,rho_770,meson,strong,finite_value,4.41e-24,1.8745703398187536e+23,0.8266855198600702,-0.08265966936381419,5.238498285077954,300.1438427214863,0.5021726040010341,-0.8647674113834428
finite_lifetime_only,,pi,3.141592653589793,omega_782,meson,strong,finite_value,7.749999999999999e-23,1.892463460210182e+23,14.666591816628907,1.1663292053773442,2.174179326543672,124.57129931554806,-0.5674313471719381,0.8234207103581009
finite_lifetime_only,,pi,3.141592653589793,phi_1020,meson,strong,finite_value,1.55e-22,2.4650457307251326e+23,38.208208826239556,1.582156678747984,1.1463932752167845,65.68349633210119,0.4117768651770878,0.9112847048562434
finite_lifetime_only,,pi,3.141592653589793,D0,meson,weak,finite_value,4.103e-13,4.509163058209639e+23,185010960278.34146,11.267197457307917,4.169415638989706,238.88991914995145,-0.5166839759480073,-0.85617619039457
finite_lifetime_only,,pi,3.141592653589793,D_plus,meson,weak,finite_value,1.033e-12,4.5208177663564874e+23,467000475264.6251,11.669317322546195,2.9683871777893303,170.07605724807817,-0.9850373944380564,0.17234074259641863
finite_lifetime_only,,pi,3.141592653589793,Ds_plus,meson,weak,finite_value,5.012e-13,4.759449124657848e+23,238543590127.85135,11.377567751184174,5.5643209722130855,318.8121075639408,0.7525540842804561,-0.658530447460711
finite_lifetime_only,,pi,3.141592653589793,J_psi,meson,mixed,finite_value,7.080000000000001e-21,7.488270883812783e+23,5301.695785739452,3.7244148040524654,3.0883945263792456,176.95197183283557,-0.9985853133129403,0.05317303861635981
finite_lifetime_only,,pi,3.141592653589793,B_plus,meson,weak,finite_value,1.638e-12,1.2765556584555537e+24,2090998168550.197,12.320353652430827,4.91326774580294,281.50950545226425,0.1995305025913331,-0.979891615708416
finite_lifetime_only,,pi,3.141592653589793,B0,meson,weak,finite_value,1.517e-12,1.2766306161220584e+24,1936648644657.1626,12.287050836244319,4.4923730079307775,257.3940133529243,-0.21824521053006396,-0.9758939635435235
finite_lifetime_only,,pi,3.141592653589793,Bs0,meson,weak,finite_value,1.516e-12,1.297717900302281e+24,1967340336858.258,12.293879496489762,4.578676434882045,262.3388354747475,-0.13331445944015066,-0.991073788829157
finite_lifetime_only,,pi,3.141592653589793,Upsilon_1S,meson,mixed,finite_value,1.2190000000000001e-20,2.2875145425820157e+24,27884.802274074773,4.445367569337434,5.916907865446669,339.0138484578549,0.9336670171851156,-0.3581422915834559
finite_lifetime_only,,pi,3.141592653589793,W,boson,weak,finite_value,3.16e-25,1.9433186099497117e+25,6.140886807441088,0.7882310922760309,3.6788046070729106,210.77997763856092,-0.8591387809976424,-0.511742664809067
finite_lifetime_only,,pi,3.141592653589793,Z,boson,weak,finite_value,2.64e-25,2.204916030072395e+25,5.820978319391123,0.7649959817301074,3.3851496888855745,193.9547901931671,-0.9704863150824797,-0.24115619883724707
finite_lifetime_only,,pi,3.141592653589793,Higgs,boson,mixed,finite_value,1.6000000000000002e-22,3.027322531090317e+25,4843.716049744508,3.685178675832777,2.5925121418488275,148.54000406435924,-0.8530047663748388,0.5219031217973378
finite_lifetime_only,,pi,3.141592653589793,top,quark,weak,finite_value,3.3e-25,4.172482236141734e+25,13.769191379267722,1.1389084362748172,1.827624327740401,104.71516051495932,-0.2540138756187476,0.9672005743345811
finite_lifetime_only,,phi,1.618033988749895,muon,lepton,weak,finite_value,2.1969811e-06,2.5548081529516867e+22,5.612865226160765e+16,16.74918461424223,0.9071590413405013,51.976384415944494,0.6159862171741816,0.7877569296752914
finite_lifetime_only,,phi,1.618033988749895,tau,lepton,weak,finite_value,2.903e-13,4.2965976239379536e+23,124730229022.9188,11.09597171977255,0.5900766981492401,33.8089043929665,0.8308980047953902,0.5564247528885102
finite_lifetime_only,,phi,1.618033988749895,neutron,baryon,weak,finite_value,878.4,2.2718590824858967e+23,1.9956010180556114e+26,26.300073716822478,5.310017036661431,304.24156534326414,0.5626832372277573,-0.8266725921082007
finite_lifetime_only,,phi,1.618033988749895,Lambda,baryon,weak,finite_value,2.617e-10,2.6977094915770273e+23,70599057394570.8,13.84879890259473,1.6720468578775334,95.80122810449325,-0.1010776218974184,0.9948785425123825
finite_lifetime_only,,phi,1.618033988749895,Sigma_plus,baryon,weak,finite_value,8.018e-11,2.8758838648585384e+23,23058836828435.76,13.362837396118582,5.911235421358602,338.68884135208475,0.9316204648701785,-0.36343267524408507
finite_lifetime_only,,phi,1.618033988749895,Xi_minus,baryon,weak,finite_value,1.639e-10,3.195880561156057e+23,52380482397347.77,13.719169493736818,4.0579414155172575,232.50291662048195,-0.6087210428614052,-0.7933843280388915
finite_lifetime_only,,phi,1.618033988749895,Omega_minus,baryon,weak,finite_value,8.21e-11,4.043966107924921e+23,33200961746063.605,13.521150664275083,4.387717237185437,251.39767938752752,-0.31899769586374466,-0.9477554906375494
finite_lifetime_only,,phi,1.618033988749895,Delta_1232,baryon,strong,finite_value,5.5999999999999996e-24,2.978962746248619e+23,1.6682191378992266,0.22225309913704822,0.39882423799097605,22.850945604404036,0.9215182205451026,0.38833512486432104
finite_lifetime_only,,phi,1.618033988749895,pi0,meson,electromagnetic,finite_value,8.43e-17,3.2637245033104756e+22,2751319.756290731,6.439541066697468,5.108377203322273,292.688453911209,0.3857201271371421,-0.9226158374541957
finite_lifetime_only,,phi,1.618033988749895,pi_plus,meson,weak,finite_value,2.6033e-08,3.374797015335964e+22,878560907002411.5,14.943771874719356,3.1763355173991683,181.990619464475,-0.9993965274134583,-0.0347358747395362
finite_lifetime_only,,phi,1.618033988749895,K_plus,meson,weak,finite_value,1.238e-08,1.193705675064756e+23,1477807625730168.0,15.169617903259415,3.683180694847202,211.03070899880663,-0.8568911310235041,-0.515497419560234
finite_lifetime_only,,phi,1.618033988749895,K_short,meson,weak,finite_value,8.954e-11,1.2032180447431181e+23,10773614372629.879,13.032361426487812,2.2587051317867988,129.41427121592397,-0.6349229657621233,0.7725754510388159
finite_lifetime_only,,phi,1.618033988749895,K_long,meson,weak,finite_value,5.116e-08,1.2032180447431181e+23,6155663516905793.0,15.789274872247002,3.463528237346665,198.44555022434918,-0.9486247703901185,-0.31640329486636987
finite_lifetime_only,,phi,1.618033988749895,eta,meson,electromagnetic,finite_value,5.02e-19,1.3247244221471272e+23,66501.16599178579,4.82282926003031,0.48445124179949917,27.757011534983036,0.8849306515525367,0.46572281664398074
finite_lifetime_only,,phi,1.618033988749895,rho_770,meson,strong,finite_value,4.41e-24,1.8745703398187536e+23,0.8266855198600702,-0.08265966936381419,3.798033460774675,217.61128775185477,-0.7921694242367958,-0.6103012398023974
finite_lifetime_only,,phi,1.618033988749895,omega_782,meson,strong,finite_value,7.749999999999999e-23,1.892463460210182e+23,14.666591816628907,1.1663292053773442,3.6496042189148126,209.10691863695814,-0.8737134902116469,-0.486440887490127
finite_lifetime_only,,phi,1.618033988749895,phi_1020,meson,strong,finite_value,1.55e-22,2.4650457307251326e+23,38.208208826239556,1.582156678747984,3.5850306863296177,205.40712775157598,-0.9032819251704232,-0.4290475074632341
finite_lifetime_only,,phi,1.618033988749895,D0,meson,weak,finite_value,4.103e-13,4.509163058209639e+23,185010960278.34146,11.267197457307917,5.737955477039463,328.7606318683362,0.8550081200944756,-0.5186146108359374
finite_lifetime_only,,phi,1.618033988749895,D_plus,meson,weak,finite_value,1.033e-12,4.5208177663564874e+23,467000475264.6251,11.669317322546195,5.261264548847483,301.44825355076193,0.5217282932450221,-0.8531117089969146
finite_lifetime_only,,phi,1.618033988749895,Ds_plus,meson,weak,finite_value,5.012e-13,4.759449124657848e+23,238543590127.85135,11.377567751184174,2.773038216730432,158.88338624713782,-0.9328491092434609,0.3602673165632454
finite_lifetime_only,,phi,1.618033988749895,J_psi,meson,mixed,finite_value,7.080000000000001e-21,7.488270883812783e+23,5301.695785739452,3.7244148040524654,5.159880140094085,295.639354820763,0.4327050896145399,-0.9015355264334695
finite_lifetime_only,,phi,1.618033988749895,B_plus,meson,weak,finite_value,1.638e-12,1.2765556584555537e+24,2090998168550.197,12.320353652430827,5.9850283579795835,342.91686517834336,0.9558795250102058,-0.2937589720608773
finite_lifetime_only,,phi,1.618033988749895,B0,meson,weak,finite_value,1.517e-12,1.2766306161220584e+24,1936648644657.1626,12.287050836244319,4.983783666664378,285.54977010610315,0.2680753348827296,-0.9633979524721403
finite_lifetime_only,,phi,1.618033988749895,Bs0,meson,weak,finite_value,1.516e-12,1.297717900302281e+24,1967340336858.258,12.293879496489762,5.189086418877716,297.31275133034757,0.4588473072874212,-0.888515136953267
finite_lifetime_only,,phi,1.618033988749895,Upsilon_1S,meson,mixed,finite_value,1.2190000000000001e-20,2.2875145425820157e+24,27884.802274074773,4.445367569337434,1.7024868725787845,97.54531247519111,-0.13131023735654151,0.9913413244515578
finite_lifetime_only,,phi,1.618033988749895,W,boson,weak,finite_value,3.16e-25,1.9433186099497117e+25,6.140886807441088,0.7882310922760309,4.84850589554699,277.79892475914005,0.13569697954773882,-0.9907503872023571
finite_lifetime_only,,phi,1.618033988749895,Z,boson,weak,finite_value,2.64e-25,2.204916030072395e+25,5.820978319391123,0.7649959817301074,4.149945420782957,237.77435782050594,-0.5332549283709824,-0.8459545976989891
finite_lifetime_only,,phi,1.618033988749895,Higgs,boson,mixed,finite_value,1.6000000000000002e-22,3.027322531090317e+25,4843.716049744508,3.685178675832777,3.98025122019396,228.05159631891001,-0.6684611141600902,-0.7437470933427913
finite_lifetime_only,,phi,1.618033988749895,top,quark,weak,finite_value,3.3e-25,4.172482236141734e+25,13.769191379267722,1.1389084362748172,2.825202482379202,161.8721785102116,-0.9503647623709308,0.31113794118307764
finite_lifetime_only,,10,10.0,muon,lepton,weak,finite_value,2.1969811e-06,2.5548081529516867e+22,5.612865226160765e+16,16.74918461424223,4.707265760571775,269.7064611272022,-0.005123197401093733,-0.9999868763380795
finite_lifetime_only,,10,10.0,tau,lepton,weak,finite_value,2.903e-13,4.2965976239379536e+23,124730229022.9188,11.09597171977255,0.603008099579629,34.54981911811721,0.8236333825952055,0.567122606739301
finite_lifetime_only,,10,10.0,neutron,baryon,weak,finite_value,878.4,2.2718590824858967e+23,1.9956010180556114e+26,26.300073716822478,1.8854187686097397,108.02653805609083,-0.30945746819865794,0.9509132848877844
finite_lifetime_only,,10,10.0,Lambda,baryon,weak,finite_value,2.617e-10,2.6977094915770273e+23,70599057394570.8,13.84879890259473,5.333160793533365,305.5676049341028,0.5816631495091976,-0.8134297637184423
finite_lifetime_only,,10,10.0,Sigma_plus,baryon,weak,finite_value,8.018e-11,2.8758838648585384e+23,23058836828435.76,13.362837396118582,2.279774596187564,130.62146260268895,-0.6510585893807129,0.7590274785497533
finite_lifetime_only,,10,10.0,Xi_minus,baryon,weak,finite_value,1.639e-10,3.195880561156057e+23,52380482397347.77,13.719169493736818,4.518675196418942,258.9010177452537,-0.1925045357884272,-0.9812960836062081
finite_lifetime_only,,10,10.0,Omega_minus,baryon,weak,finite_value,8.21e-11,4.043966107924921e+23,33200961746063.605,13.521150664275083,3.274486196600085,187.61423913903002,-0.9911826413026716,-0.1325027229163964
finite_lifetime_only,,10,10.0,Delta_1232,baryon,strong,finite_value,5.5999999999999996e-24,2.978962746248619e+23,1.6682191378992266,0.22225309913704822,1.3964574069730293,80.01111568933736,0.17345711640028355,0.9848414231591289
finite_lifetime_only,,10,10.0,pi0,meson,electromagnetic,finite_value,8.43e-17,3.2637245033104756e+22,2751319.756290731,6.439541066697468,2.7617179721755747,158.23478401108855,-0.9287111115128308,0.3708040875618854
finite_lifetime_only,,10,10.0,pi_plus,meson,weak,finite_value,2.6033e-08,3.374797015335964e+22,878560907002411.5,14.943771874719356,5.929893576565993,339.7578748989683,0.9382388983982022,-0.3459881060564481
finite_lifetime_only,,10,10.0,K_plus,meson,weak,finite_value,1.238e-08,1.193705675064756e+23,1477807625730168.0,15.169617903259415,1.0657407175941505,61.06244517338858,0.4838561073289124,0.8751475689279563
